MSOA,Attribute,Value,%,,MSOA,Attribute,Value,,
E02001964,% say they've not attended live music in Coventry in the last 12 months,,83.76%,,E02001964,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001965,% say they've not attended live music in Coventry in the last 12 months,,87.84%,,E02001965,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001966,% say they've not attended live music in Coventry in the last 12 months,,88.89%,,E02001966,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001967,% say they've not attended live music in Coventry in the last 12 months,,92.11%,,E02001967,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001968,% say they've not attended live music in Coventry in the last 12 months,,91.94%,,E02001968,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001969,% say they've not attended live music in Coventry in the last 12 months,,88.14%,,E02001969,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001970,% say they've not attended live music in Coventry in the last 12 months,,89.06%,,E02001970,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001971,% say they've not attended live music in Coventry in the last 12 months,,94.64%,,E02001971,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001972,% say they've not attended live music in Coventry in the last 12 months,,96.43%,,E02001972,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001973,% say they've not attended live music in Coventry in the last 12 months,,90.29%,,E02001973,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001974,% say they've not attended live music in Coventry in the last 12 months,,81.74%,,E02001974,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001975,% say they've not attended live music in Coventry in the last 12 months,,89.41%,,E02001975,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001976,% say they've not attended live music in Coventry in the last 12 months,,95.93%,,E02001976,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001977,% say they've not attended live music in Coventry in the last 12 months,,89.89%,,E02001977,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001978,% say they've not attended live music in Coventry in the last 12 months,,79.69%,,E02001978,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001979,% say they've not attended live music in Coventry in the last 12 months,,100.00%,,E02001979,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001980,% say they've not attended live music in Coventry in the last 12 months,,85.19%,,E02001980,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001981,% say they've not attended live music in Coventry in the last 12 months,,90.43%,,E02001981,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001982,% say they've not attended live music in Coventry in the last 12 months,,91.74%,,E02001982,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001983,% say they've not attended live music in Coventry in the last 12 months,,94.78%,,E02001983,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001984,% say they've not attended live music in Coventry in the last 12 months,,86.21%,,E02001984,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001985,% say they've not attended live music in Coventry in the last 12 months,,82.72%,,E02001985,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001986,% say they've not attended live music in Coventry in the last 12 months,,90.29%,,E02001986,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001987,% say they've not attended live music in Coventry in the last 12 months,,85.56%,,E02001987,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001988,% say they've not attended live music in Coventry in the last 12 months,,87.84%,,E02001988,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001989,% say they've not attended live music in Coventry in the last 12 months,,82.11%,,E02001989,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001990,% say they've not attended live music in Coventry in the last 12 months,,97.50%,,E02001990,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001991,% say they've not attended live music in Coventry in the last 12 months,,85.52%,,E02001991,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001992,% say they've not attended live music in Coventry in the last 12 months,,96.77%,,E02001992,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001993,% say they've not attended live music in Coventry in the last 12 months,,97.12%,,E02001993,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001994,% say they've not attended live music in Coventry in the last 12 months,,95.92%,,E02001994,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001995,% say they've not attended live music in Coventry in the last 12 months,,93.13%,,E02001995,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001996,% say they've not attended live music in Coventry in the last 12 months,,92.68%,,E02001996,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001997,% say they've not attended live music in Coventry in the last 12 months,,94.38%,,E02001997,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001998,% say they've not attended live music in Coventry in the last 12 months,,93.06%,,E02001998,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02001999,% say they've not attended live music in Coventry in the last 12 months,,81.25%,,E02001999,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E02006805,% say they've not attended live music in Coventry in the last 12 months,,79.45%,,E02006805,% say they've not attended live music in Coventry in the last 12 months,TRUETRUE,,
E08000026,% say they've not attended live music in Coventry in the last 12 months,,90.25%,,,,,,
E02001958,% say they've not attended theatre performances in Coventry in the last 12 months,,96.74%,,E02001958,% say they drink 2-3 units of alcohol on 5 or more days per week,TRUEFALSE,,
E02001959,% say they've not attended theatre performances in Coventry in the last 12 months,,96.30%,,E02001959,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001961,% say they've not attended theatre performances in Coventry in the last 12 months,,90.57%,,E02001961,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001962,% say they've not attended theatre performances in Coventry in the last 12 months,,97.78%,,E02001962,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001963,% say they've not attended theatre performances in Coventry in the last 12 months,,86.75%,,E02001963,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001964,% say they've not attended theatre performances in Coventry in the last 12 months,,85.34%,,E02001964,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001965,% say they've not attended theatre performances in Coventry in the last 12 months,,89.19%,,E02001965,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001966,% say they've not attended theatre performances in Coventry in the last 12 months,,90.32%,,E02001966,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001967,% say they've not attended theatre performances in Coventry in the last 12 months,,85.53%,,E02001967,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001968,% say they've not attended theatre performances in Coventry in the last 12 months,,96.83%,,E02001968,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001969,% say they've not attended theatre performances in Coventry in the last 12 months,,98.31%,,E02001969,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001970,% say they've not attended theatre performances in Coventry in the last 12 months,,87.30%,,E02001970,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001971,% say they've not attended theatre performances in Coventry in the last 12 months,,92.86%,,E02001971,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001972,% say they've not attended theatre performances in Coventry in the last 12 months,,98.81%,,E02001972,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001973,% say they've not attended theatre performances in Coventry in the last 12 months,,96.08%,,E02001973,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001974,% say they've not attended theatre performances in Coventry in the last 12 months,,88.70%,,E02001974,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001975,% say they've not attended theatre performances in Coventry in the last 12 months,,92.77%,,E02001975,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001976,% say they've not attended theatre performances in Coventry in the last 12 months,,97.52%,,E02001976,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001977,% say they've not attended theatre performances in Coventry in the last 12 months,,94.38%,,E02001977,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001978,% say they've not attended theatre performances in Coventry in the last 12 months,,95.31%,,E02001978,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001979,% say they've not attended theatre performances in Coventry in the last 12 months,,93.48%,,E02001979,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001980,% say they've not attended theatre performances in Coventry in the last 12 months,,96.25%,,E02001980,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001981,% say they've not attended theatre performances in Coventry in the last 12 months,,89.36%,,E02001981,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001982,% say they've not attended theatre performances in Coventry in the last 12 months,,95.87%,,E02001982,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001983,% say they've not attended theatre performances in Coventry in the last 12 months,,95.69%,,E02001983,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001984,% say they've not attended theatre performances in Coventry in the last 12 months,,84.48%,,E02001984,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001985,% say they've not attended theatre performances in Coventry in the last 12 months,,93.42%,,E02001985,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001986,% say they've not attended theatre performances in Coventry in the last 12 months,,90.20%,,E02001986,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001987,% say they've not attended theatre performances in Coventry in the last 12 months,,92.22%,,E02001987,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001988,% say they've not attended theatre performances in Coventry in the last 12 months,,97.26%,,E02001988,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001989,% say they've not attended theatre performances in Coventry in the last 12 months,,83.33%,,E02001989,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001990,% say they've not attended theatre performances in Coventry in the last 12 months,,95.00%,,E02001990,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001991,% say they've not attended theatre performances in Coventry in the last 12 months,,88.97%,,E02001991,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001992,% say they've not attended theatre performances in Coventry in the last 12 months,,98.95%,,E02001992,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001993,% say they've not attended theatre performances in Coventry in the last 12 months,,98.06%,,E02001993,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001994,% say they've not attended theatre performances in Coventry in the last 12 months,,90.82%,,E02001994,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001995,% say they've not attended theatre performances in Coventry in the last 12 months,,90.84%,,E02001995,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001996,% say they've not attended theatre performances in Coventry in the last 12 months,,96.34%,,E02001996,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001997,% say they've not attended theatre performances in Coventry in the last 12 months,,93.26%,,E02001997,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001998,% say they've not attended theatre performances in Coventry in the last 12 months,,91.67%,,E02001998,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02001999,% say they've not attended theatre performances in Coventry in the last 12 months,,87.10%,,E02001999,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E02006805,% say they've not attended theatre performances in Coventry in the last 12 months,,89.04%,,E02006805,% say they've not attended theatre performances in Coventry in the last 12 months,TRUETRUE,,
E08000026,% say they've not attended theatre performances in Coventry in the last 12 months,,92.60%,,,,,,
E02001958,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,74.19%,,E02001958,% say they drink 2-3 units of alcohol on 5 or more days per week,TRUEFALSE,,
E02001959,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,53.70%,,E02001959,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001961,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,64.49%,,E02001961,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001962,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,63.64%,,E02001962,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001963,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,62.65%,,E02001963,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001964,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,69.83%,,E02001964,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001965,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,76.00%,,E02001965,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001966,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,68.57%,,E02001966,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001967,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,50.00%,,E02001967,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001968,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,56.25%,,E02001968,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001969,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,50.00%,,E02001969,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001970,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,64.06%,,E02001970,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001971,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,63.64%,,E02001971,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001972,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,66.29%,,E02001972,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001973,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,60.58%,,E02001973,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001974,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,59.13%,,E02001974,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001975,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,42.86%,,E02001975,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001976,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,73.77%,,E02001976,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001977,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,62.92%,,E02001977,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001978,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,56.92%,,E02001978,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001979,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,56.52%,,E02001979,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001980,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,74.07%,,E02001980,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001981,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,82.80%,,E02001981,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001982,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,61.16%,,E02001982,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001983,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,52.99%,,E02001983,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001984,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,61.74%,,E02001984,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001985,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,72.84%,,E02001985,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001986,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,63.11%,,E02001986,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001987,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,56.67%,,E02001987,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001988,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,74.32%,,E02001988,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001989,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,62.11%,,E02001989,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001990,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,77.78%,,E02001990,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001991,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,45.52%,,E02001991,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001992,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,54.64%,,E02001992,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001993,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,67.31%,,E02001993,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001994,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,71.43%,,E02001994,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001995,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,64.12%,,E02001995,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001996,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,51.81%,,E02001996,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001997,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,77.27%,,E02001997,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001998,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,65.28%,,E02001998,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02001999,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,60.94%,,E02001999,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E02006805,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,72.00%,,E02006805,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",TRUETRUE,,
E08000026,"% say they've not done any Home-based activity (e.g. crafts, music making and painting) in Coventry in the last 12 months",,63.47%,,,,,,
E02001958,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,71.08%,,E02001958,% say they drink 2-3 units of alcohol on 5 or more days per week,TRUEFALSE,,
E02001959,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,71.70%,,E02001959,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001961,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,78.02%,,E02001961,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001962,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,67.44%,,E02001962,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001963,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,83.10%,,E02001963,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001964,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,79.61%,,E02001964,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001965,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,77.61%,,E02001965,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001966,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,80.00%,,E02001966,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001967,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,77.78%,,E02001967,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001968,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,57.89%,,E02001968,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001969,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,69.23%,,E02001969,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001970,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,80.36%,,E02001970,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001971,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,88.46%,,E02001971,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001972,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,64.10%,,E02001972,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001973,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,72.62%,,E02001973,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001974,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,83.33%,,E02001974,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001975,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,80.26%,,E02001975,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001976,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,87.10%,,E02001976,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001977,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,85.90%,,E02001977,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001978,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,61.82%,,E02001978,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001979,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,83.78%,,E02001979,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001980,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,75.81%,,E02001980,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001981,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,72.29%,,E02001981,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001982,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,74.11%,,E02001982,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001983,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,78.43%,,E02001983,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001984,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,86.32%,,E02001984,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001985,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,78.08%,,E02001985,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001986,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,83.75%,,E02001986,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001987,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,80.88%,,E02001987,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001988,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,79.69%,,E02001988,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001989,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,74.65%,,E02001989,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001990,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,84.72%,,E02001990,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001991,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,78.33%,,E02001991,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001992,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,79.76%,,E02001992,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001993,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,60.23%,,E02001993,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001994,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,78.31%,,E02001994,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001995,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,76.72%,,E02001995,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001996,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,78.21%,,E02001996,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001997,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,81.08%,,E02001997,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
E02001998,% think that Coventry as a whole has responded to the COVID-19 pandemic well,,90.91%,,E02001998,% think that Coventry as a whole has responded to the COVID-19 pandemic well,TRUETRUE,,
