GeographyID,MetricType,Value,Recent Trend,Compared to England value or percentiles,Compared to CCGs (since 4/19) value or percentiles
M84010,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",91,Increasing,Higher,Higher
M84013,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",42,Increasing,Similar,Lower
M84014,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",101,Increasing,Higher,Higher
M84015,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",54,Increasing,Similar,Similar
M84017,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",148,Increasing,Higher,Higher
M84018,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",73,Increasing,Higher,Similar
M84021,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",80,Increasing,Higher,Similar
M84024,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",14,Increasing,Lower,Lower
M84025,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",126,Increasing,Higher,Higher
M84026,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",9,No significant change,Lower,Lower
M84028,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",26,Increasing,Lower,Lower
M84029,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",8,No significant change,Lower,Lower
M84030,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",97,Increasing,Higher,Similar
M84032,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",35,Increasing,Similar,Similar
M84036,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",177,Increasing,Higher,Higher
M84040,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",17,No significant change,Similar,Lower
M84043,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",158,Increasing,Higher,Higher
M84044,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",10,No significant change,Lower,Lower
M84047,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",23,Increasing,Similar,Similar
M84049,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",33,Increasing,Similar,Similar
M84059,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",25,Increasing,Higher,Similar
M84060,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",34,Increasing,Similar,Similar
M84062,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",38,Increasing,Higher,Similar
M84063,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",8,No significant change,Similar,Lower
M84064,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",10,No significant change,Similar,Lower
M84066,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",34,Increasing,Higher,Similar
M84069,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",6,No significant change,Lower,Lower
M84070,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3,No significant change,Lower,Lower
M84617,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",50,Increasing,Higher,Higher
M84620,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3,No significant change,Lower,Lower
M84629,"COUNT of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",34,Increasing,Higher,Similar
M84004,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",5784,No significant change,Lower,Lower
M84012,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",4862,No significant change,Lower,Lower
M84016,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1997,Increasing,Higher,Higher
M84020,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",5177,Increasing,Higher,Higher
M84023,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",6578,No significant change,Lower,Lower
M84031,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2881,Increasing,Similar,Higher
M84035,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3687,No significant change,Similar,Similar
M84046,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3884,Increasing,Similar,Higher
M84050,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2560,No significant change,Similar,Similar
M84065,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1697,No significant change,Lower,Lower
M84067,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2990,No significant change,Lower,Lower
M84616,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1651,No significant change,Similar,Similar
M86001,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1825,No significant change,Lower,Lower
M86002,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2773,No significant change,Lower,Lower
M86003,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",5261,Increasing,Higher,Higher
M86004,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3315,No significant change,Lower,Lower
M86005,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1332,No significant change,Similar,Similar
M86006,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3526,Increasing,Lower,Similar
M86007,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3003,Increasing,Similar,Higher
M86008,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3433,No significant change,Lower,Lower
M86009,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3074,No significant change,Similar,Similar
M86010,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3444,No significant change,Lower,Lower
M86012,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1887,No significant change,Lower,Lower
M86013,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1488,No significant change,Lower,Similar
M86014,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",6259,No significant change,Lower,Lower
M86015,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",4479,No significant change,Similar,Similar
M86016,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1403,No significant change,Similar,Similar
M86017,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3248,Increasing,Similar,Similar
M86018,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",4094,No significant change,Similar,Similar
M86019,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2092,No significant change,Similar,Similar
M86020,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2043,No significant change,Similar,Similar
M86021,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2638,No significant change,Similar,Similar
M86023,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2044,No significant change,Lower,Lower
M86027,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2564,No significant change,Lower,Similar
M86028,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",991,No significant change,Similar,Similar
M86029,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3153,No significant change,Similar,Similar
M86030,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2681,No significant change,Lower,Lower
M86032,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3590,No significant change,Similar,Similar
M86033,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1332,No significant change,Similar,Similar
M86034,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",4224,Increasing,Higher,Higher
M86035,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2526,No significant change,Similar,Similar
M86037,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1343,No significant change,Lower,Similar
M86038,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1469,No significant change,Lower,Similar
M86039,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1885,Increasing,Similar,Similar
M86040,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1748,No significant change,Similar,Similar
M86041,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2252,No significant change,Lower,Lower
M86044,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1298,No significant change,Lower,Similar
M86045,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2130,No significant change,Similar,Similar
M86046,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1826,No significant change,Similar,Similar
M86048,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1709,No significant change,Similar,Similar
M86605,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1181,No significant change,Lower,Lower
M86610,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",491,No significant change,Similar,Similar
M86612,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",587,No significant change,Similar,Similar
M86613,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",788,No significant change,Similar,Similar
M86617,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",978,No significant change,Similar,Similar
M86622,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1187,No significant change,Similar,Similar
M86624,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2332,No significant change,Similar,Similar
M86627,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1031,No significant change,Similar,Similar
M86633,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",916,No significant change,Similar,Similar
M86638,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2052,No significant change,Lower,Similar
Y00140,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1048,No significant change,Similar,Similar
Y00996,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",190,No significant change,Lower,Lower
Y04947,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",580,Cannot be calculated,Similar,Similar
Y04951,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",575,Cannot be calculated,Similar,Similar
Y04952,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1346,Cannot be calculated,Lower,Lower
Y04965,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",419,Cannot be calculated,Similar,Similar
M84001,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",6090,Increasing,Higher,Higher
M84003,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3766,No significant change,Lower,Lower
M84005,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1808,Increasing,Higher,Higher
M84006,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",4736,Increasing,Similar,Similar
M84007,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",5290,Increasing,Lower,Similar
M84008,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3810,No significant change,Lower,Lower
M84011,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",8386,Increasing,Similar,Similar
M84019,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",6901,Increasing,Higher,Higher
M84022,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3294,No significant change,Lower,Lower
M84034,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",980,No significant change,Similar,Similar
M84037,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",5149,No significant change,Lower,Lower
M84041,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1933,No significant change,Higher,Higher
M84042,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",4755,No significant change,Lower,Lower
M84051,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",4294,No significant change,Lower,Lower
M84055,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1174,No significant change,Similar,Similar
M84061,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2718,No significant change,Similar,Similar
M84609,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1244,No significant change,Similar,Similar
M84612,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1412,No significant change,Similar,Similar
M84615,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2190,No significant change,Lower,Lower
M84618,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1409,No significant change,Similar,Similar
M84621,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",775,No significant change,Similar,Similar
M84627,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1435,No significant change,Similar,Similar
Y04882,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1083,No significant change,Lower,Lower
Y04883,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1041,No significant change,Lower,Lower
Y04884,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1528,No significant change,Lower,Lower
Y04969,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",789,Cannot be calculated,Similar,Similar
M84002,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3365,No significant change,Lower,Lower
M84009,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2734,Increasing,Higher,Similar
M84010,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3792,Increasing,Higher,Higher
M84013,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",5739,Increasing,Similar,Lower
M84014,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",4277,Increasing,Higher,Higher
M84015,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",4823,Increasing,Similar,Similar
M84017,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",5000,Increasing,Higher,Higher
M84018,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",5849,Increasing,Higher,Similar
M84021,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",6408,Increasing,Higher,Similar
M84024,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3585,Increasing,Lower,Lower
M84025,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",5727,Increasing,Higher,Higher
M84026,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3620,No significant change,Lower,Lower
M84028,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",7307,Increasing,Lower,Lower
M84029,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3023,No significant change,Lower,Lower
M84030,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",5467,Increasing,Higher,Similar
M84032,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3555,Increasing,Similar,Similar
M84036,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",6352,Increasing,Higher,Higher
M84040,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",3718,No significant change,Similar,Lower
M84043,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",7647,Increasing,Higher,Higher
M84044,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2815,No significant change,Lower,Lower
M84047,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2455,Increasing,Similar,Similar
M84049,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2856,Increasing,Similar,Similar
M84059,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1274,Increasing,Higher,Similar
M84060,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2766,Increasing,Similar,Similar
M84062,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2129,Increasing,Higher,Similar
M84063,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2272,No significant change,Similar,Lower
M84064,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2136,No significant change,Similar,Lower
M84066,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1890,Increasing,Higher,Similar
M84069,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2036,No significant change,Lower,Lower
M84070,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2340,No significant change,Lower,Lower
M84617,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1338,Increasing,Higher,Higher
M84620,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",1300,No significant change,Lower,Lower
M84629,"DENOMINATOR of Osteoporosis: QOF prevalence (50+), 90433, 2018-19",2232,Increasing,Higher,Similar
