MSOA,Attribute code,Attribute,Value,%
E02001971,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,63.16%
E02001972,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,54.76%
E02001973,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,41.35%
E02001974,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,67.54%
E02001975,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,37.80%
E02001976,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,58.40%
E02001977,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,37.50%
E02001978,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,51.56%
E02001979,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,82.42%
E02001980,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,74.07%
E02001981,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,44.44%
E02001982,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,47.15%
E02001983,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,64.29%
E02001984,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,49.53%
E02001985,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,41.25%
E02001986,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,40.86%
E02001987,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,64.04%
E02001988,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,35.53%
E02001989,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,48.35%
E02001990,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,68.29%
E02001991,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,76.19%
E02001992,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,57.58%
E02001993,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,50.53%
E02001994,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,59.34%
E02001995,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,48.31%
E02001996,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,36.05%
E02001997,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,66.29%
E02001998,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,76.06%
E02001999,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,54.69%
E02006805,HHS2021q10stronglybelongtolocalarea,% feel they belong strongly to their local area,,54.29%
E02001958,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,73.86%
E02001959,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,56.00%
E02001961,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,59.34%
E02001962,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,50.00%
E02001963,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,55.56%
E02001964,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,63.73%
E02001965,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,63.64%
E02001966,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,70.49%
E02001967,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,50.00%
E02001968,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,51.52%
E02001969,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,64.91%
E02001970,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,53.57%
E02001971,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,64.00%
E02001972,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,68.29%
E02001973,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,53.40%
E02001974,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,70.00%
E02001975,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,60.00%
E02001976,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,58.41%
E02001977,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,57.69%
E02001978,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,55.17%
E02001979,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,70.00%
E02001980,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,50.00%
E02001981,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,65.85%
E02001982,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,52.94%
E02001983,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,58.88%
E02001984,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,55.45%
E02001985,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,60.00%
E02001986,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,48.86%
E02001987,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,56.82%
E02001988,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,54.79%
E02001989,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,48.89%
E02001990,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,55.13%
E02001991,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,48.61%
E02001992,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,56.52%
E02001993,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,44.79%
E02001994,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,61.80%
E02001995,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,49.60%
E02001996,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,52.63%
E02001997,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,58.70%
E02001998,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,49.30%
E02001999,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,31.25%
E02006805,HHS2021q10stronglybelongtoCoventry,% feel they belong strongly to Coventry,,46.97%
E02001958,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,11.36%
E02001959,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,7.55%
E02001961,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,9.35%
E02001962,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,15.91%
E02001963,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,8.43%
E02001964,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,14.78%
E02001965,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,13.33%
E02001966,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,6.56%
E02001967,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,25.00%
E02001968,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,6.35%
E02001969,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,16.95%
E02001970,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,10.17%
E02001971,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,8.77%
E02001972,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,3.61%
E02001973,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,11.22%
E02001974,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,20.00%
E02001975,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,12.82%
E02001976,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,23.73%
E02001977,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,7.14%
E02001978,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,10.77%
E02001979,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,28.89%
E02001980,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,25.97%
E02001981,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,3.37%
E02001982,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,10.92%
E02001983,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,21.50%
E02001984,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,18.58%
E02001985,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,13.33%
E02001986,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,9.57%
E02001987,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,36.26%
E02001988,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,7.58%
E02001989,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,22.22%
E02001990,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,11.11%
E02001991,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,28.87%
E02001992,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,12.50%
E02001993,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,9.00%
E02001994,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,18.29%
E02001995,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,9.68%
E02001996,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,14.10%
E02001997,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,22.47%
E02001998,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,25.33%
E02001999,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,15.63%
E02006805,HHS2021q11postcovidbelonging,% feel they belong to their local community MORE post COVID-19,,3.90%
E02001958,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,48.10%
E02001959,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,48.15%
E02001961,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,48.81%
E02001962,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,38.89%
E02001963,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,43.48%
E02001964,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,46.15%
E02001965,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,48.53%
E02001966,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,38.98%
E02001967,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,61.97%
E02001968,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,41.38%
E02001969,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,33.33%
E02001970,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,47.73%
E02001971,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,46.94%
E02001972,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,60.26%
E02001973,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,46.08%
E02001974,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,59.22%
E02001975,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,47.30%
E02001976,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,50.44%
E02001977,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,46.84%
E02001978,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,37.25%
E02001979,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,55.42%
E02001980,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,46.15%
E02001981,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,48.81%
E02001982,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,48.08%
E02001983,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,41.59%
E02001984,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,55.24%
E02001985,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,57.33%
E02001986,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,40.22%
E02001987,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,65.00%
E02001988,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,32.14%
E02001989,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,53.66%
E02001990,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,25.33%
E02001991,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,51.13%
E02001992,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,41.38%
E02001993,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,59.14%
E02001994,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,50.00%
E02001995,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,55.75%
E02001996,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,52.00%
E02001997,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,36.14%
E02001998,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,43.28%
E02001999,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,32.26%
E02006805,HHS2021q14likelytogetinvolvedlocally,% feel they are likely to get involved in making improvements in their local community in next 12 months,,40.85%
E02001958,HHS2021q15generalhealthisgood,% say their general health is good,,77.66%
E02001959,HHS2021q15generalhealthisgood,% say their general health is good,,66.67%
E02001961,HHS2021q15generalhealthisgood,% say their general health is good,,60.55%
E02001962,HHS2021q15generalhealthisgood,% say their general health is good,,80.43%
E02001963,HHS2021q15generalhealthisgood,% say their general health is good,,81.40%
E02001964,HHS2021q15generalhealthisgood,% say their general health is good,,71.79%
E02001965,HHS2021q15generalhealthisgood,% say their general health is good,,75.00%
E02001966,HHS2021q15generalhealthisgood,% say their general health is good,,72.86%
E02001967,HHS2021q15generalhealthisgood,% say their general health is good,,79.49%
E02001968,HHS2021q15generalhealthisgood,% say their general health is good,,73.85%
E02001969,HHS2021q15generalhealthisgood,% say their general health is good,,67.21%
E02001970,HHS2021q15generalhealthisgood,% say their general health is good,,81.54%
E02001971,HHS2021q15generalhealthisgood,% say their general health is good,,67.24%
E02001972,HHS2021q15generalhealthisgood,% say their general health is good,,60.00%
E02001973,HHS2021q15generalhealthisgood,% say their general health is good,,65.42%
E02001974,HHS2021q15generalhealthisgood,% say their general health is good,,73.28%
E02001975,HHS2021q15generalhealthisgood,% say their general health is good,,67.47%
E02001976,HHS2021q15generalhealthisgood,% say their general health is good,,79.53%
E02001977,HHS2021q15generalhealthisgood,% say their general health is good,,82.02%
E02001978,HHS2021q15generalhealthisgood,% say their general health is good,,52.24%
E02001979,HHS2021q15generalhealthisgood,% say their general health is good,,81.72%
E02001980,HHS2021q15generalhealthisgood,% say their general health is good,,76.54%
E02001981,HHS2021q15generalhealthisgood,% say their general health is good,,77.66%
E02001982,HHS2021q15generalhealthisgood,% say their general health is good,,79.84%
E02001983,HHS2021q15generalhealthisgood,% say their general health is good,,74.17%
E02001984,HHS2021q15generalhealthisgood,% say their general health is good,,72.03%
E02001985,HHS2021q15generalhealthisgood,% say their general health is good,,65.85%
E02001986,HHS2021q15generalhealthisgood,% say their general health is good,,68.57%
E02001987,HHS2021q15generalhealthisgood,% say their general health is good,,85.71%
E02001988,HHS2021q15generalhealthisgood,% say their general health is good,,79.22%
E02001989,HHS2021q15generalhealthisgood,% say their general health is good,,71.88%
E02001990,HHS2021q15generalhealthisgood,% say their general health is good,,67.07%
E02001991,HHS2021q15generalhealthisgood,% say their general health is good,,84.35%
E02001992,HHS2021q15generalhealthisgood,% say their general health is good,,63.37%
E02001993,HHS2021q15generalhealthisgood,% say their general health is good,,76.15%
E02001994,HHS2021q15generalhealthisgood,% say their general health is good,,78.57%
E02001995,HHS2021q15generalhealthisgood,% say their general health is good,,80.62%
E02001996,HHS2021q15generalhealthisgood,% say their general health is good,,57.47%
E02001997,HHS2021q15generalhealthisgood,% say their general health is good,,72.53%
E02001998,HHS2021q15generalhealthisgood,% say their general health is good,,85.14%
E02001999,HHS2021q15generalhealthisgood,% say their general health is good,,81.25%
E02006805,HHS2021q15generalhealthisgood,% say their general health is good,,51.32%
E02001958,HHS2021q16currentlysmoke,% currently smoke cigarettes,,14.58%
E02001959,HHS2021q16currentlysmoke,% currently smoke cigarettes,,12.07%
E02001961,HHS2021q16currentlysmoke,% currently smoke cigarettes,,20.00%
E02001962,HHS2021q16currentlysmoke,% currently smoke cigarettes,,26.09%
E02001963,HHS2021q16currentlysmoke,% currently smoke cigarettes,,4.55%
E02001964,HHS2021q16currentlysmoke,% currently smoke cigarettes,,19.66%
E02001965,HHS2021q16currentlysmoke,% currently smoke cigarettes,,10.39%
E02001966,HHS2021q16currentlysmoke,% currently smoke cigarettes,,10.00%
E02001967,HHS2021q16currentlysmoke,% currently smoke cigarettes,,12.82%
E02001968,HHS2021q16currentlysmoke,% currently smoke cigarettes,,12.86%
E02001969,HHS2021q16currentlysmoke,% currently smoke cigarettes,,14.52%
E02001970,HHS2021q16currentlysmoke,% currently smoke cigarettes,,10.77%
E02001971,HHS2021q16currentlysmoke,% currently smoke cigarettes,,3.39%
E02001972,HHS2021q16currentlysmoke,% currently smoke cigarettes,,20.00%
E02001973,HHS2021q16currentlysmoke,% currently smoke cigarettes,,9.35%
E02001974,HHS2021q16currentlysmoke,% currently smoke cigarettes,,16.38%
E02001975,HHS2021q16currentlysmoke,% currently smoke cigarettes,,9.41%
E02001976,HHS2021q16currentlysmoke,% currently smoke cigarettes,,4.65%
E02001977,HHS2021q16currentlysmoke,% currently smoke cigarettes,,23.08%
E02001978,HHS2021q16currentlysmoke,% currently smoke cigarettes,,11.76%
E02001979,HHS2021q16currentlysmoke,% currently smoke cigarettes,,4.26%
E02001980,HHS2021q16currentlysmoke,% currently smoke cigarettes,,3.70%
E02001981,HHS2021q16currentlysmoke,% currently smoke cigarettes,,8.42%
E02001982,HHS2021q16currentlysmoke,% currently smoke cigarettes,,4.03%
E02001983,HHS2021q16currentlysmoke,% currently smoke cigarettes,,3.33%
E02001984,HHS2021q16currentlysmoke,% currently smoke cigarettes,,6.84%
E02001985,HHS2021q16currentlysmoke,% currently smoke cigarettes,,23.17%
E02001986,HHS2021q16currentlysmoke,% currently smoke cigarettes,,16.19%
E02001987,HHS2021q16currentlysmoke,% currently smoke cigarettes,,5.49%
E02001988,HHS2021q16currentlysmoke,% currently smoke cigarettes,,18.18%
E02001989,HHS2021q16currentlysmoke,% currently smoke cigarettes,,13.68%
E02001990,HHS2021q16currentlysmoke,% currently smoke cigarettes,,10.98%
E02001991,HHS2021q16currentlysmoke,% currently smoke cigarettes,,10.88%
E02001992,HHS2021q16currentlysmoke,% currently smoke cigarettes,,17.82%
E02001993,HHS2021q16currentlysmoke,% currently smoke cigarettes,,12.84%
E02001994,HHS2021q16currentlysmoke,% currently smoke cigarettes,,5.00%
E02001995,HHS2021q16currentlysmoke,% currently smoke cigarettes,,10.61%
E02001996,HHS2021q16currentlysmoke,% currently smoke cigarettes,,22.99%
E02001997,HHS2021q16currentlysmoke,% currently smoke cigarettes,,5.38%
E02001998,HHS2021q16currentlysmoke,% currently smoke cigarettes,,6.67%
E02001999,HHS2021q16currentlysmoke,% currently smoke cigarettes,,3.03%
E02006805,HHS2021q16currentlysmoke,% currently smoke cigarettes,,7.79%
E02001958,HHS2021q17currentlyecig,% currently use E-cigarettes,,2.06%
E02001959,HHS2021q17currentlyecig,% currently use E-cigarettes,,3.39%
E02001961,HHS2021q17currentlyecig,% currently use E-cigarettes,,9.01%
E02001962,HHS2021q17currentlyecig,% currently use E-cigarettes,,0.00%
E02001963,HHS2021q17currentlyecig,% currently use E-cigarettes,,6.90%
E02001964,HHS2021q17currentlyecig,% currently use E-cigarettes,,6.84%
E02001965,HHS2021q17currentlyecig,% currently use E-cigarettes,,3.95%
E02001966,HHS2021q17currentlyecig,% currently use E-cigarettes,,1.41%
E02001967,HHS2021q17currentlyecig,% currently use E-cigarettes,,7.59%
E02001968,HHS2021q17currentlyecig,% currently use E-cigarettes,,2.86%
E02001969,HHS2021q17currentlyecig,% currently use E-cigarettes,,1.54%
E02001970,HHS2021q17currentlyecig,% currently use E-cigarettes,,9.23%
E02001971,HHS2021q17currentlyecig,% currently use E-cigarettes,,5.17%
E02001972,HHS2021q17currentlyecig,% currently use E-cigarettes,,1.11%
E02001973,HHS2021q17currentlyecig,% currently use E-cigarettes,,3.74%
E02001974,HHS2021q17currentlyecig,% currently use E-cigarettes,,1.72%
E02001975,HHS2021q17currentlyecig,% currently use E-cigarettes,,7.06%
E02001976,HHS2021q17currentlyecig,% currently use E-cigarettes,,2.34%
E02001977,HHS2021q17currentlyecig,% currently use E-cigarettes,,1.10%
E02001978,HHS2021q17currentlyecig,% currently use E-cigarettes,,0.00%
E02001979,HHS2021q17currentlyecig,% currently use E-cigarettes,,6.38%
E02001980,HHS2021q17currentlyecig,% currently use E-cigarettes,,2.47%
E02001981,HHS2021q17currentlyecig,% currently use E-cigarettes,,0.00%
E02001982,HHS2021q17currentlyecig,% currently use E-cigarettes,,4.00%
E02001983,HHS2021q17currentlyecig,% currently use E-cigarettes,,0.00%
E02001984,HHS2021q17currentlyecig,% currently use E-cigarettes,,5.93%
E02001985,HHS2021q17currentlyecig,% currently use E-cigarettes,,4.88%
E02001986,HHS2021q17currentlyecig,% currently use E-cigarettes,,0.96%
E02001987,HHS2021q17currentlyecig,% currently use E-cigarettes,,4.44%
E02001988,HHS2021q17currentlyecig,% currently use E-cigarettes,,7.79%
E02001989,HHS2021q17currentlyecig,% currently use E-cigarettes,,14.74%
E02001990,HHS2021q17currentlyecig,% currently use E-cigarettes,,8.54%
E02001991,HHS2021q17currentlyecig,% currently use E-cigarettes,,0.68%
E02001992,HHS2021q17currentlyecig,% currently use E-cigarettes,,2.94%
E02001993,HHS2021q17currentlyecig,% currently use E-cigarettes,,0.00%
E02001994,HHS2021q17currentlyecig,% currently use E-cigarettes,,10.00%
E02001995,HHS2021q17currentlyecig,% currently use E-cigarettes,,2.26%
E02001996,HHS2021q17currentlyecig,% currently use E-cigarettes,,1.15%
E02001997,HHS2021q17currentlyecig,% currently use E-cigarettes,,1.08%
E02001998,HHS2021q17currentlyecig,% currently use E-cigarettes,,5.26%
E02001999,HHS2021q17currentlyecig,% currently use E-cigarettes,,0.00%
E02006805,HHS2021q17currentlyecig,% currently use E-cigarettes,,7.79%
E02001958,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,17.53%
E02001959,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,17.24%
E02001961,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,20.19%
E02001962,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,20.45%
E02001963,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,20.93%
E02001964,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,25.89%
E02001965,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,32.89%
E02001966,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,14.29%
E02001967,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,39.74%
E02001968,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,27.54%
E02001969,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,23.44%
E02001970,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,27.87%
E02001971,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,31.58%
E02001972,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,7.23%
E02001973,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,21.15%
E02001974,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,28.07%
E02001975,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,23.53%
E02001976,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,20.17%
E02001977,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,10.34%
E02001978,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,21.88%
E02001979,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,19.15%
E02001980,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,26.92%
E02001981,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,16.30%
E02001982,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,22.40%
E02001983,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,40.00%
E02001984,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,29.66%
E02001985,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,18.07%
E02001986,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,24.76%
E02001987,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,31.46%
E02001988,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,36.84%
E02001989,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,25.00%
E02001990,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,30.95%
E02001991,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,30.71%
E02001992,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,22.77%
E02001993,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,16.19%
E02001994,HHS2021q18fiveaday,% eat 5 portions of fruit or vegetables a day,,22.45%
