MSOA,Attribute,Value,%,DupValues+.01
E02001991,AFD-Coventry_Bookers per artform_Other Artforms,52,10.24%,0.1024
E02001962,AFD-Coventry_Bookers per artform_Outdoor Arts,0,0.00%,0
E02001963,AFD-Coventry_Bookers per artform_Outdoor Arts,0,0.00%,0.01
E02001965,AFD-Coventry_Bookers per artform_Outdoor Arts,0,0.00%,0.01
E02001966,AFD-Coventry_Bookers per artform_Outdoor Arts,0,0.00%,0.01
E02001969,AFD-Coventry_Bookers per artform_Outdoor Arts,0,0.00%,0.01
E02001970,AFD-Coventry_Bookers per artform_Outdoor Arts,0,0.00%,0.01
E02001981,AFD-Coventry_Bookers per artform_Outdoor Arts,0,0.00%,0.01
E02001982,AFD-Coventry_Bookers per artform_Outdoor Arts,0,0.00%,0.01
E02001985,AFD-Coventry_Bookers per artform_Outdoor Arts,0,0.00%,0.01
E02001988,AFD-Coventry_Bookers per artform_Outdoor Arts,0,0.00%,0.01
E02001996,AFD-Coventry_Bookers per artform_Outdoor Arts,0,0.00%,0.01
E02001999,AFD-Coventry_Bookers per artform_Outdoor Arts,0,0.00%,0.01
E02006805,AFD-Coventry_Bookers per artform_Outdoor Arts,0,0.00%,0.01
E02001959,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%,0.0175
E02001961,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%,0.0275
E02001964,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%,0.0275
E02001968,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%,0.0275
E02001971,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%,0.0275
E02001972,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%,0.0275
E02001975,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%,0.0275
E02001976,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%,0.0275
E02001977,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%,0.0275
E02001978,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%,0.0275
E02001979,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%,0.0275
E02001980,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%,0.0275
E02001989,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%,0.0275
E02001992,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%,0.0275
E02001995,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%,0.0275
E02001997,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%,0.0275
E02001998,AFD-Coventry_Bookers per artform_Outdoor Arts,1,1.75%,0.0275
E02001973,AFD-Coventry_Bookers per artform_Outdoor Arts,2,3.51%,0.0351
E02001986,AFD-Coventry_Bookers per artform_Outdoor Arts,2,3.51%,0.0451
E02001993,AFD-Coventry_Bookers per artform_Outdoor Arts,2,3.51%,0.0451
E02001958,AFD-Coventry_Bookers per artform_Outdoor Arts,3,5.26%,0.0526
E02001967,AFD-Coventry_Bookers per artform_Outdoor Arts,3,5.26%,0.0626
E02001984,AFD-Coventry_Bookers per artform_Outdoor Arts,3,5.26%,0.0626
E02001987,AFD-Coventry_Bookers per artform_Outdoor Arts,3,5.26%,0.0626
E02001994,AFD-Coventry_Bookers per artform_Outdoor Arts,3,5.26%,0.0626
E02001983,AFD-Coventry_Bookers per artform_Outdoor Arts,4,7.02%,0.0702
E02001990,AFD-Coventry_Bookers per artform_Outdoor Arts,4,7.02%,0.0802
E02001991,AFD-Coventry_Bookers per artform_Outdoor Arts,5,8.77%,0.0877
E02001974,AFD-Coventry_Bookers per artform_Outdoor Arts,6,10.53%,0.1053
E02001966,AFD-Coventry_Bookers per artform_Plays/Drama,41,0.38%,0.0038
E02001972,AFD-Coventry_Bookers per artform_Plays/Drama,73,0.67%,0.0067
E02001981,AFD-Coventry_Bookers per artform_Plays/Drama,88,0.81%,0.0081
E02001962,AFD-Coventry_Bookers per artform_Plays/Drama,95,0.87%,0.0087
E02001996,AFD-Coventry_Bookers per artform_Plays/Drama,113,1.03%,0.0103
E02001964,AFD-Coventry_Bookers per artform_Plays/Drama,118,1.08%,0.0108
E02001985,AFD-Coventry_Bookers per artform_Plays/Drama,120,1.10%,0.011
E02001973,AFD-Coventry_Bookers per artform_Plays/Drama,128,1.17%,0.0117
E02001961,AFD-Coventry_Bookers per artform_Plays/Drama,134,1.23%,0.0123
E02001970,AFD-Coventry_Bookers per artform_Plays/Drama,143,1.31%,0.0131
E02001968,AFD-Coventry_Bookers per artform_Plays/Drama,146,1.34%,0.0134
E02001969,AFD-Coventry_Bookers per artform_Plays/Drama,155,1.42%,0.0142
E02006805,AFD-Coventry_Bookers per artform_Plays/Drama,157,1.44%,0.0144
E02001958,AFD-Coventry_Bookers per artform_Plays/Drama,187,1.71%,0.0171
E02001978,AFD-Coventry_Bookers per artform_Plays/Drama,191,1.75%,0.0175
E02001992,AFD-Coventry_Bookers per artform_Plays/Drama,192,1.76%,0.0176
E02001959,AFD-Coventry_Bookers per artform_Plays/Drama,201,1.84%,0.0184
E02001977,AFD-Coventry_Bookers per artform_Plays/Drama,220,2.01%,0.0201
E02001986,AFD-Coventry_Bookers per artform_Plays/Drama,225,2.06%,0.0206
E02001976,AFD-Coventry_Bookers per artform_Plays/Drama,226,2.07%,0.0207
E02001975,AFD-Coventry_Bookers per artform_Plays/Drama,227,2.08%,0.0208
E02001971,AFD-Coventry_Bookers per artform_Plays/Drama,249,2.28%,0.0228
E02001989,AFD-Coventry_Bookers per artform_Plays/Drama,256,2.34%,0.0234
E02001963,AFD-Coventry_Bookers per artform_Plays/Drama,261,2.39%,0.0239
E02001995,AFD-Coventry_Bookers per artform_Plays/Drama,263,2.41%,0.0241
E02001965,AFD-Coventry_Bookers per artform_Plays/Drama,266,2.43%,0.0243
E02001988,AFD-Coventry_Bookers per artform_Plays/Drama,280,2.56%,0.0256
E02001979,AFD-Coventry_Bookers per artform_Plays/Drama,290,2.65%,0.0265
E02001980,AFD-Coventry_Bookers per artform_Plays/Drama,333,3.05%,0.0305
E02001993,AFD-Coventry_Bookers per artform_Plays/Drama,336,3.08%,0.0308
E02001998,AFD-Coventry_Bookers per artform_Plays/Drama,338,3.09%,0.0309
E02001982,AFD-Coventry_Bookers per artform_Plays/Drama,341,3.12%,0.0312
E02001994,AFD-Coventry_Bookers per artform_Plays/Drama,371,3.40%,0.034
E02001990,AFD-Coventry_Bookers per artform_Plays/Drama,374,3.42%,0.0342
E02001967,AFD-Coventry_Bookers per artform_Plays/Drama,376,3.44%,0.0344
E02001983,AFD-Coventry_Bookers per artform_Plays/Drama,383,3.51%,0.0351
E02001984,AFD-Coventry_Bookers per artform_Plays/Drama,402,3.68%,0.0368
E02001987,AFD-Coventry_Bookers per artform_Plays/Drama,441,4.04%,0.0404
E02001999,AFD-Coventry_Bookers per artform_Plays/Drama,461,4.22%,0.0422
E02001974,AFD-Coventry_Bookers per artform_Plays/Drama,464,4.25%,0.0425
E02001997,AFD-Coventry_Bookers per artform_Plays/Drama,497,4.55%,0.0455
E02001991,AFD-Coventry_Bookers per artform_Plays/Drama,764,6.99%,0.0699
E02001959,AFD-Coventry_Bookers per artform_Total income,102687.59,,102687.59
E02001976,AFD-Coventry_Bookers per artform_Total income,104312.99,,104312.99
E02001992,AFD-Coventry_Bookers per artform_Total income,106614.63,,106614.63
E02001995,AFD-Coventry_Bookers per artform_Total income,114007.89,,114007.89
E02001986,AFD-Coventry_Bookers per artform_Total income,115049.06,,115049.06
E02001989,AFD-Coventry_Bookers per artform_Total income,120235.01,,120235.01
E02001965,AFD-Coventry_Bookers per artform_Total income,128623.96,,128623.96
E02001963,AFD-Coventry_Bookers per artform_Total income,129575.82,,129575.82
E02001987,AFD-Coventry_Bookers per artform_Total income,130789.12,,130789.12
E02001975,AFD-Coventry_Bookers per artform_Total income,140151.35,,140151.35
E02001971,AFD-Coventry_Bookers per artform_Total income,147518.16,,147518.16
E02001979,AFD-Coventry_Bookers per artform_Total income,156398.13,,156398.13
E02001993,AFD-Coventry_Bookers per artform_Total income,160977.31,,160977.31
E02001984,AFD-Coventry_Bookers per artform_Total income,171496.17,,171496.17
E02001998,AFD-Coventry_Bookers per artform_Total income,176181.85,,176181.85
E02001966,AFD-Coventry_Bookers per artform_Total income,17904.05,,17904.05
E02001994,AFD-Coventry_Bookers per artform_Total income,181599.01,,181599.01
E02001999,AFD-Coventry_Bookers per artform_Total income,182397.06,,182397.06
E02001980,AFD-Coventry_Bookers per artform_Total income,186657.13,,186657.13
E02001983,AFD-Coventry_Bookers per artform_Total income,196445.24,,196445.24
E02001982,AFD-Coventry_Bookers per artform_Total income,201410.01,,201410.01
E02001990,AFD-Coventry_Bookers per artform_Total income,213802.16,,213802.16
E02001967,AFD-Coventry_Bookers per artform_Total income,216886.71,,216886.71
E02001997,AFD-Coventry_Bookers per artform_Total income,259239.31,,259239.31
E02001974,AFD-Coventry_Bookers per artform_Total income,271819.39,,271819.39
E02001981,AFD-Coventry_Bookers per artform_Total income,28873.02,,28873.02
E02001972,AFD-Coventry_Bookers per artform_Total income,29247.49,,29247.49
E02001991,AFD-Coventry_Bookers per artform_Total income,357462.48,,357462.48
E02001985,AFD-Coventry_Bookers per artform_Total income,36686.3,,36686.3
E02001962,AFD-Coventry_Bookers per artform_Total income,44060.68,,44060.68
E02001964,AFD-Coventry_Bookers per artform_Total income,54218.53,,54218.53
E02001996,AFD-Coventry_Bookers per artform_Total income,66252.65,,66252.65
E02001961,AFD-Coventry_Bookers per artform_Total income,69620.79,,69620.79
E02001973,AFD-Coventry_Bookers per artform_Total income,75160.94,,75160.94
E02001970,AFD-Coventry_Bookers per artform_Total income,75497.83,,75497.83
E02001968,AFD-Coventry_Bookers per artform_Total income,79263.2,,79263.2
E02006805,AFD-Coventry_Bookers per artform_Total income,79579.49,,79579.49
E02001977,AFD-Coventry_Bookers per artform_Total income,79703.46,,79703.46
E02001969,AFD-Coventry_Bookers per artform_Total income,88701.95,,88701.95
E02001988,AFD-Coventry_Bookers per artform_Total income,89427.24,,89427.24
E02001958,AFD-Coventry_Bookers per artform_Total income,93622.6,,93622.6
E02001978,AFD-Coventry_Bookers per artform_Total income,99050.04,,99050.04
E02001958,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0
E02001959,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001961,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001962,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001963,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001964,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001965,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001966,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001967,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001968,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001969,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001970,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001971,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001972,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001973,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001974,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001975,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001976,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001977,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001978,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001979,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001980,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001981,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001982,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001983,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001984,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001985,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001986,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001987,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001988,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001989,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001990,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001991,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001992,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001993,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001994,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001995,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001996,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001997,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001998,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001999,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02006805,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%,0.01
E02001958,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0
E02001959,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001961,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001962,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001963,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001964,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001965,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001966,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001967,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001968,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001969,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001970,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001971,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001972,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001973,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001974,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001975,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001976,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001977,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001978,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001979,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001980,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001981,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001982,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001983,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001984,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001985,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001986,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001987,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001988,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001989,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001990,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001991,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001992,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001993,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001994,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001995,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001996,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001997,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001998,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001999,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02006805,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%,0.01
E02001985,AFD-Coventry_Bookers per artform_Workshops,3,0.40%,0.004
E02001965,AFD-Coventry_Bookers per artform_Workshops,5,0.66%,0.0066
E02001972,AFD-Coventry_Bookers per artform_Workshops,5,0.66%,0.0166
E02001962,AFD-Coventry_Bookers per artform_Workshops,6,0.80%,0.008
E02001964,AFD-Coventry_Bookers per artform_Workshops,6,0.80%,0.018
E02001963,AFD-Coventry_Bookers per artform_Workshops,7,0.93%,0.0093
E02001966,AFD-Coventry_Bookers per artform_Workshops,7,0.93%,0.0193
E02001996,AFD-Coventry_Bookers per artform_Workshops,8,1.06%,0.0106
E02001959,AFD-Coventry_Bookers per artform_Workshops,9,1.20%,0.012
E02001968,AFD-Coventry_Bookers per artform_Workshops,9,1.20%,0.022
E02001970,AFD-Coventry_Bookers per artform_Workshops,9,1.20%,0.022
E02006805,AFD-Coventry_Bookers per artform_Workshops,10,1.33%,0.0133
E02001975,AFD-Coventry_Bookers per artform_Workshops,11,1.46%,0.0146
E02001976,AFD-Coventry_Bookers per artform_Workshops,11,1.46%,0.0246
E02001981,AFD-Coventry_Bookers per artform_Workshops,11,1.46%,0.0246
E02001986,AFD-Coventry_Bookers per artform_Workshops,11,1.46%,0.0246
E02001961,AFD-Coventry_Bookers per artform_Workshops,12,1.59%,0.0159
E02001973,AFD-Coventry_Bookers per artform_Workshops,12,1.59%,0.0259
E02001969,AFD-Coventry_Bookers per artform_Workshops,14,1.86%,0.0186
E02001971,AFD-Coventry_Bookers per artform_Workshops,14,1.86%,0.0286
E02001958,AFD-Coventry_Bookers per artform_Workshops,15,1.99%,0.0199
E02001978,AFD-Coventry_Bookers per artform_Workshops,16,2.12%,0.0212
E02001992,AFD-Coventry_Bookers per artform_Workshops,16,2.12%,0.0312
E02001984,AFD-Coventry_Bookers per artform_Workshops,17,2.26%,0.0226
E02001989,AFD-Coventry_Bookers per artform_Workshops,17,2.26%,0.0326
E02001990,AFD-Coventry_Bookers per artform_Workshops,18,2.39%,0.0239
E02001982,AFD-Coventry_Bookers per artform_Workshops,19,2.52%,0.0252
E02001980,AFD-Coventry_Bookers per artform_Workshops,20,2.66%,0.0266
E02001988,AFD-Coventry_Bookers per artform_Workshops,20,2.66%,0.0366
E02001995,AFD-Coventry_Bookers per artform_Workshops,22,2.92%,0.0292
E02001979,AFD-Coventry_Bookers per artform_Workshops,23,3.05%,0.0305
E02001967,AFD-Coventry_Bookers per artform_Workshops,24,3.19%,0.0319
E02001983,AFD-Coventry_Bookers per artform_Workshops,25,3.32%,0.0332
E02001987,AFD-Coventry_Bookers per artform_Workshops,25,3.32%,0.0432
E02001977,AFD-Coventry_Bookers per artform_Workshops,26,3.45%,0.0345
E02001997,AFD-Coventry_Bookers per artform_Workshops,27,3.59%,0.0359
E02001974,AFD-Coventry_Bookers per artform_Workshops,29,3.85%,0.0385
E02001994,AFD-Coventry_Bookers per artform_Workshops,32,4.25%,0.0425
E02001993,AFD-Coventry_Bookers per artform_Workshops,33,4.38%,0.0438
E02001998,AFD-Coventry_Bookers per artform_Workshops,34,4.52%,0.0452
E02001999,AFD-Coventry_Bookers per artform_Workshops,34,4.52%,0.0552
E02001991,AFD-Coventry_Bookers per artform_Workshops,81,10.76%,0.1076
E02001966,AFD-Coventry_No of venues visited_1,168,0.51%,0.0051
E02001972,AFD-Coventry_No of venues visited_1,270,0.83%,0.0083
E02001981,AFD-Coventry_No of venues visited_1,313,0.96%,0.0096
E02001962,AFD-Coventry_No of venues visited_1,327,1.00%,0.01
E02001985,AFD-Coventry_No of venues visited_1,388,1.19%,0.0119
E02001996,AFD-Coventry_No of venues visited_1,437,1.34%,0.0134
E02001964,AFD-Coventry_No of venues visited_1,487,1.49%,0.0149
E02001961,AFD-Coventry_No of venues visited_1,535,1.64%,0.0164
E02001970,AFD-Coventry_No of venues visited_1,542,1.66%,0.0166
E02001973,AFD-Coventry_No of venues visited_1,556,1.70%,0.017
E02001968,AFD-Coventry_No of venues visited_1,577,1.77%,0.0177
E02001978,AFD-Coventry_No of venues visited_1,600,1.84%,0.0184
E02006805,AFD-Coventry_No of venues visited_1,606,1.86%,0.0186
E02001969,AFD-Coventry_No of venues visited_1,614,1.88%,0.0188
E02001958,AFD-Coventry_No of venues visited_1,628,1.92%,0.0192
E02001959,AFD-Coventry_No of venues visited_1,658,2.01%,0.0201
E02001976,AFD-Coventry_No of venues visited_1,700,2.14%,0.0214
E02001963,AFD-Coventry_No of venues visited_1,724,2.22%,0.0222
E02001977,AFD-Coventry_No of venues visited_1,732,2.24%,0.0224
E02001971,AFD-Coventry_No of venues visited_1,749,2.29%,0.0229
E02001988,AFD-Coventry_No of venues visited_1,750,2.30%,0.023
E02001992,AFD-Coventry_No of venues visited_1,760,2.33%,0.0233
E02001975,AFD-Coventry_No of venues visited_1,775,2.37%,0.0237
E02001986,AFD-Coventry_No of venues visited_1,789,2.42%,0.0242
E02001995,AFD-Coventry_No of venues visited_1,814,2.49%,0.0249
E02001989,AFD-Coventry_No of venues visited_1,815,2.50%,0.025
E02001998,AFD-Coventry_No of venues visited_1,816,2.50%,0.035
E02001965,AFD-Coventry_No of venues visited_1,829,2.54%,0.0254
E02001979,AFD-Coventry_No of venues visited_1,847,2.59%,0.0259
E02001980,AFD-Coventry_No of venues visited_1,847,2.59%,0.0359
E02001994,AFD-Coventry_No of venues visited_1,952,2.91%,0.0291
E02001967,AFD-Coventry_No of venues visited_1,1025,3.14%,0.0314
E02001984,AFD-Coventry_No of venues visited_1,1048,3.21%,0.0321
E02001997,AFD-Coventry_No of venues visited_1,1059,3.24%,0.0324
E02001983,AFD-Coventry_No of venues visited_1,1099,3.36%,0.0336
E02001993,AFD-Coventry_No of venues visited_1,1110,3.40%,0.034
E02001982,AFD-Coventry_No of venues visited_1,1151,3.52%,0.0352
E02001990,AFD-Coventry_No of venues visited_1,1161,3.55%,0.0355
E02001987,AFD-Coventry_No of venues visited_1,1169,3.58%,0.0358
E02001999,AFD-Coventry_No of venues visited_1,1282,3.92%,0.0392
E02001974,AFD-Coventry_No of venues visited_1,1343,4.11%,0.0411
E02001991,AFD-Coventry_No of venues visited_1,1613,4.94%,0.0494
E02001966,AFD-Coventry_No of venues visited_2,14,0.23%,0.0023
E02001972,AFD-Coventry_No of venues visited_2,22,0.36%,0.0036
E02001985,AFD-Coventry_No of venues visited_2,28,0.46%,0.0046
E02001981,AFD-Coventry_No of venues visited_2,29,0.48%,0.0048
E02001964,AFD-Coventry_No of venues visited_2,30,0.49%,0.0049
E02001962,AFD-Coventry_No of venues visited_2,43,0.71%,0.0071
E02001961,AFD-Coventry_No of venues visited_2,46,0.76%,0.0076
E02001970,AFD-Coventry_No of venues visited_2,46,0.76%,0.0176
E02001996,AFD-Coventry_No of venues visited_2,46,0.76%,0.0176
E02006805,AFD-Coventry_No of venues visited_2,57,0.94%,0.0094
E02001968,AFD-Coventry_No of venues visited_2,58,0.95%,0.0095
E02001973,AFD-Coventry_No of venues visited_2,68,1.12%,0.0112
E02001969,AFD-Coventry_No of venues visited_2,71,1.17%,0.0117
E02001977,AFD-Coventry_No of venues visited_2,73,1.20%,0.012
E02001959,AFD-Coventry_No of venues visited_2,77,1.27%,0.0127
E02001958,AFD-Coventry_No of venues visited_2,87,1.43%,0.0143
E02001992,AFD-Coventry_No of venues visited_2,89,1.46%,0.0146
E02001965,AFD-Coventry_No of venues visited_2,98,1.61%,0.0161
E02001988,AFD-Coventry_No of venues visited_2,99,1.63%,0.0163
E02001978,AFD-Coventry_No of venues visited_2,106,1.74%,0.0174
E02001963,AFD-Coventry_No of venues visited_2,111,1.82%,0.0182
E02001976,AFD-Coventry_No of venues visited_2,111,1.82%,0.0282
E02001995,AFD-Coventry_No of venues visited_2,116,1.91%,0.0191
E02001975,AFD-Coventry_No of venues visited_2,121,1.99%,0.0199
E02001986,AFD-Coventry_No of venues visited_2,122,2.00%,0.02
E02001989,AFD-Coventry_No of venues visited_2,147,2.42%,0.0242
E02001971,AFD-Coventry_No of venues visited_2,159,2.61%,0.0261
E02001987,AFD-Coventry_No of venues visited_2,161,2.65%,0.0265
E02001979,AFD-Coventry_No of venues visited_2,190,3.12%,0.0312
E02001993,AFD-Coventry_No of venues visited_2,203,3.34%,0.0334
E02001994,AFD-Coventry_No of venues visited_2,215,3.53%,0.0353
E02001984,AFD-Coventry_No of venues visited_2,217,3.57%,0.0357
E02001990,AFD-Coventry_No of venues visited_2,222,3.65%,0.0365
E02001980,AFD-Coventry_No of venues visited_2,224,3.68%,0.0368
E02001999,AFD-Coventry_No of venues visited_2,255,4.19%,0.0419
E02001998,AFD-Coventry_No of venues visited_2,258,4.24%,0.0424
E02001967,AFD-Coventry_No of venues visited_2,259,4.26%,0.0426
E02001983,AFD-Coventry_No of venues visited_2,260,4.27%,0.0427
E02001982,AFD-Coventry_No of venues visited_2,274,4.50%,0.045
E02001974,AFD-Coventry_No of venues visited_2,303,4.98%,0.0498
E02001997,AFD-Coventry_No of venues visited_2,373,6.13%,0.0613
E02001991,AFD-Coventry_No of venues visited_2,598,9.83%,0.0983
E02001964,AFD-Coventry_No of venues visited_Average,1.058027079,105.80%,1.058
E02001985,AFD-Coventry_No of venues visited_Average,1.067307692,106.73%,1.0673
E02001972,AFD-Coventry_No of venues visited_Average,1.075342466,107.53%,1.0753
E02001966,AFD-Coventry_No of venues visited_Average,1.076923077,107.69%,1.0769
E02001970,AFD-Coventry_No of venues visited_Average,1.078231293,107.82%,1.0782
E02001961,AFD-Coventry_No of venues visited_Average,1.079173838,107.92%,1.0792
E02001981,AFD-Coventry_No of venues visited_Average,1.084795322,108.48%,1.0848
E02006805,AFD-Coventry_No of venues visited_Average,1.085972851,108.60%,1.086
E02001977,AFD-Coventry_No of venues visited_Average,1.09068323,109.07%,1.0907
E02001968,AFD-Coventry_No of venues visited_Average,1.091338583,109.13%,1.0913
E02001996,AFD-Coventry_No of venues visited_Average,1.095238095,109.52%,1.0952
E02001969,AFD-Coventry_No of venues visited_Average,1.103649635,110.36%,1.1036
E02001959,AFD-Coventry_No of venues visited_Average,1.104761905,110.48%,1.1048
E02001992,AFD-Coventry_No of venues visited_Average,1.104829211,110.48%,1.1148
E02001965,AFD-Coventry_No of venues visited_Average,1.105717368,110.57%,1.1057
E02001973,AFD-Coventry_No of venues visited_Average,1.108974359,110.90%,1.109
E02001962,AFD-Coventry_No of venues visited_Average,1.116216216,111.62%,1.1162
E02001988,AFD-Coventry_No of venues visited_Average,1.116607774,111.66%,1.1166
E02001987,AFD-Coventry_No of venues visited_Average,1.121052632,112.11%,1.1211
