MSOA,Attribute,Value,%
E02001966,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.50%
E02001967,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.50%
E02001968,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.50%
E02001969,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.70%
E02001970,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.70%
E02001971,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.60%
E02001972,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.70%
E02001973,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.60%
E02001974,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.40%
E02001975,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.50%
E02001976,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.50%
E02001977,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.50%
E02001978,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.60%
E02001979,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.50%
E02001980,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.50%
E02001981,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.70%
E02001982,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.50%
E02001983,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.50%
E02001984,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.50%
E02001985,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.50%
E02001986,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.40%
E02001987,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.50%
E02001988,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.40%
E02001989,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.40%
E02001990,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.70%
E02001991,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.50%
E02001992,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.60%
E02001993,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.50%
E02001994,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.70%
E02001995,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.50%
E02001996,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.50%
E02001997,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.50%
E02001998,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.60%
E02001999,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.30%
E02006805,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - None",,0.60%
E02001958,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.20%
E02001959,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.20%
E02001961,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.10%
E02001962,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.10%
E02001963,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.20%
E02001964,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.20%
E02001965,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.20%
E02001966,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.40%
E02001967,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.10%
E02001968,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.30%
E02001969,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.10%
E02001970,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.30%
E02001971,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.10%
E02001972,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.20%
E02001973,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.30%
E02001974,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.20%
E02001975,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.30%
E02001976,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.20%
E02001977,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.30%
E02001978,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.20%
E02001979,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.20%
E02001980,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.20%
E02001981,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.30%
E02001982,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.20%
E02001983,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.20%
E02001984,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.20%
E02001985,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.30%
E02001986,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.20%
E02001987,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.30%
E02001988,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.30%
E02001989,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.30%
E02001990,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.10%
E02001991,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.30%
E02001992,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.20%
E02001993,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.20%
E02001994,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.10%
E02001995,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.30%
E02001996,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.30%
E02001997,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.30%
E02001998,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.10%
E02001999,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.30%
E02006805,"Q33d - During the last week, how many hours did you spend on sport For example: exercise and fitness training, individual pursuits etc? - Some but less than 1 hour",,0.20%
E02001958,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.30%
E02001959,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.40%
E02001961,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.10%
E02001962,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.30%
E02001963,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.20%
E02001964,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.30%
E02001965,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.20%
E02001966,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.20%
E02001967,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.40%
E02001968,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.20%
E02001969,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.10%
E02001970,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.40%
E02001971,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.40%
E02001972,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.10%
E02001973,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.20%
E02001974,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.30%
E02001975,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.30%
E02001976,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.30%
E02001977,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.20%
E02001978,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.10%
E02001979,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.30%
E02001980,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.20%
E02001981,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.20%
E02001982,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.20%
E02001983,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.30%
E02001984,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.30%
E02001985,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.40%
E02001986,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.30%
E02001987,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.40%
E02001988,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.40%
E02001989,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.20%
E02001990,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.30%
E02001991,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.40%
E02001992,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.20%
E02001993,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.20%
E02001994,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.30%
E02001995,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.20%
E02001996,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.20%
E02001997,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.20%
E02001998,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.30%
E02001999,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.30%
E02006805,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - 1 hour but less than 2.5 hours",,0.30%
E02001958,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.10%
E02001959,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.10%
E02001961,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.10%
E02001962,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.30%
E02001963,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001964,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.10%
E02001965,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.10%
E02001966,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.10%
E02001967,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001968,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001969,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.30%
E02001970,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.10%
E02001971,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001972,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001973,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001974,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001975,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.10%
E02001976,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001977,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001978,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001979,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.40%
E02001980,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.30%
E02001981,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.10%
E02001982,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001983,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001984,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001985,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.10%
E02001986,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001987,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.30%
E02001988,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001989,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.30%
E02001990,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001991,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001992,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.10%
E02001993,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.10%
E02001994,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001995,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001996,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02001997,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.30%
E02001998,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.30%
E02001999,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.20%
E02006805,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - More than 2.5 hours",,0.00%
E02001958,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.30%
E02001959,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.30%
E02001961,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.50%
E02001962,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.30%
E02001963,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.30%
E02001964,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.50%
E02001965,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.60%
E02001966,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.40%
E02001967,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.20%
E02001968,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.40%
E02001969,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.50%
E02001970,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.50%
E02001971,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.40%
E02001972,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.40%
E02001973,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.40%
E02001974,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.30%
E02001975,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.40%
E02001976,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.40%
E02001977,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.20%
E02001978,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.50%
E02001979,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.20%
E02001980,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.30%
E02001981,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.50%
E02001982,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.40%
E02001983,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.20%
E02001984,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.30%
E02001985,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.30%
E02001986,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.40%
E02001987,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.10%
E02001988,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.20%
E02001989,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.30%
E02001990,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.40%
E02001991,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.20%
E02001992,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.40%
E02001993,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.40%
E02001994,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.40%
E02001995,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.50%
E02001996,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.40%
E02001997,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.30%
E02001998,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.30%
E02001999,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.40%
E02006805,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - None",,0.60%
E02001958,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.30%
E02001959,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.20%
E02001961,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.20%
E02001962,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.10%
E02001963,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.30%
E02001964,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.10%
E02001965,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.20%
E02001966,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.30%
E02001967,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.20%
E02001968,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.30%
E02001969,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.10%
E02001970,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.10%
E02001971,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.10%
E02001972,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.30%
E02001973,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.20%
E02001974,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.20%
E02001975,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.40%
E02001976,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.20%
E02001977,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.40%
E02001978,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.30%
E02001979,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.20%
E02001980,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.20%
E02001981,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.20%
E02001982,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.30%
E02001983,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.30%
E02001984,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.30%
E02001985,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.20%
E02001986,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.20%
E02001987,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.20%
E02001988,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.20%
E02001989,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.30%
E02001990,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.20%
E02001991,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.20%
E02001992,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.30%
E02001993,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.40%
E02001994,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.10%
E02001995,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.20%
E02001996,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.30%
E02001997,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.30%
E02001998,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.20%
E02001999,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.30%
E02006805,"Q33e - During the last week, how many hours did you spend on visiting a park or open space? - Some but less than 1 hour",,0.10%
E02001964,Q34a - Have you attended the following cultural events/attractions online or in person in Coventry at least three times in the past 12 months? Museums and galleries (including collections/exhibitions) - Both,,0.00%
E02001966,Q34a - Have you attended the following cultural events/attractions online or in person in Coventry at least three times in the past 12 months? Museums and galleries (including collections/exhibitions) - Both,,0.00%
E02001967,Q34a - Have you attended the following cultural events/attractions online or in person in Coventry at least three times in the past 12 months? Museums and galleries (including collections/exhibitions) - Both,,0.00%
E02001968,Q34a - Have you attended the following cultural events/attractions online or in person in Coventry at least three times in the past 12 months? Museums and galleries (including collections/exhibitions) - Both,,0.00%
E02001971,Q34a - Have you attended the following cultural events/attractions online or in person in Coventry at least three times in the past 12 months? Museums and galleries (including collections/exhibitions) - Both,,0.00%
E02001974,Q34a - Have you attended the following cultural events/attractions online or in person in Coventry at least three times in the past 12 months? Museums and galleries (including collections/exhibitions) - Both,,0.00%
E02001975,Q34a - Have you attended the following cultural events/attractions online or in person in Coventry at least three times in the past 12 months? Museums and galleries (including collections/exhibitions) - Both,,0.00%
E02001976,Q34a - Have you attended the following cultural events/attractions online or in person in Coventry at least three times in the past 12 months? Museums and galleries (including collections/exhibitions) - Both,,0.00%
E02001977,Q34a - Have you attended the following cultural events/attractions online or in person in Coventry at least three times in the past 12 months? Museums and galleries (including collections/exhibitions) - Both,,0.00%
