MSOA,Attribute,Value,%
E02001984,Crime Score,0.185673719,
E02001984,Barriers to Housing and Services Score,14.40032191,
E02001984,Living Environment Score,44.88834724,
E02001984,Income Deprivation Affecting Children Index (IDACI) Score (rate),0.028106178,
E02001984,Income Deprivation Affecting Older People (IDAOPI) Score (rate),0.02715584,
E02001984,Children and Young People Sub-domain Score,-0.016804231,
E02001984,Adult Skills Sub-domain Score,0.308580155,
E02001984,Geographical Barriers Sub-domain Score,-0.658106575,
E02001984,Wider Barriers Sub-domain Score,0.565998311,
E02001984,Indoors Sub-domain Score,1.127369487,
E02001984,Outdoors Sub-domain Score,0.422549662,
E02001985,Adults 15+ estimate 2018,8113,2.80%
E02001985,Household estimate 2018,3369,2.32%
E02001985,Population estimate 2018,9191,2.57%
E02001985,Segmentation_Audience Spectrum_Metro-culturals,0,0.00%
E02001985,Segmentation_Audience Spectrum_Commuter-land Culturebuffs,0,0.00%
E02001985,Segmentation_Audience Spectrum_Experience Seekers,4248,56.38%
E02001985,Segmentation_Audience Spectrum_Dormitory Dependables,0,0.00%
E02001985,Segmentation_Audience Spectrum_Trips & Treats,442,5.87%
E02001985,Segmentation_Audience Spectrum_Home & Heritage,0,0.00%
E02001985,Segmentation_Audience Spectrum_Up Our Street,1703,22.60%
E02001985,Segmentation_Audience Spectrum_Facebook Families,1109,14.72%
E02001985,Segmentation_Audience Spectrum_Kaleidoscope Creativity,20,0.27%
E02001985,Segmentation_Audience Spectrum segment_Heydays,13,0.17%
E02001985,Segmentation_Audience Spectrum_Adults 15+ estimate 2018,7535,
E02001985,Segmentation_MOSAIC_A City Prosperity ,0,0.00%
E02001985,Segmentation_MOSAIC_B Prestige Positions ,0,0.00%
E02001985,Segmentation_MOSAIC_C Country Living ,0,0.00%
E02001985,Segmentation_MOSAIC_D Rural Reality ,0,0.00%
E02001985,Segmentation_MOSAIC_E Senior Security ,0,0.00%
E02001985,Segmentation_MOSAIC_F Suburban Stability ,0,0.00%
E02001985,Segmentation_MOSAIC_G Domestic Success ,0,0.00%
E02001985,Segmentation_MOSAIC_H Aspiring Homemakers ,132,1.63%
E02001985,Segmentation_MOSAIC_I Family Basics ,0,0.00%
E02001985,Segmentation_MOSAIC_J Transient Renters ,2817,34.72%
E02001985,Segmentation_MOSAIC_K Municipal Tenants,0,0.00%
E02001985,Segmentation_MOSAIC_L Vintage Value ,34,0.42%
E02001985,Segmentation_MOSAIC_M Modest Traditions ,44,0.54%
E02001985,Segmentation_MOSAIC_N Urban Cohesion ,0,0.00%
E02001985,Segmentation_MOSAIC_O Rental Hubs ,5086,62.69%
E02001985,Segmentation_MOSAIC_U Unclassified,0,0.00%
E02001985,Segmentation_MOSAIC 6 Group (Adults 15+)_Adults 15+ estimate 2018,8113,
E02001985,TGI-Leisure_Art galleries,2344,28.89%
E02001985,TGI-Leisure_Art gallery once a month or more,119,1.47%
E02001985,TGI-Leisure_Ballet,1038,12.79%
E02001985,TGI-Leisure_Classical concerts,1174,14.47%
E02001985,TGI-Leisure_Comedy Shows,2088,25.74%
E02001985,TGI-Leisure_Contemp-orary dance,892,10.99%
E02001985,TGI-Leisure_Jazz concerts,841,10.37%
E02001985,TGI-Leisure_Opera,718,8.85%
E02001985,TGI-Leisure_Plays,2267,27.94%
E02001985,TGI-Leisure_Popular/rock concert,3447,42.49%
E02001985,TGI-Leisure_Theatre,3257,40.15%
E02001985,TGI-Leisure_Theatre once a month or more,293,3.61%
E02001985,TGI-Leisure_Museums,2171,26.76%
E02001985,TGI-Leisure_Archaeological sites,461,5.68%
E02001985,TGI-Leisure_Stately homes/ castles,1807,22.27%
E02001985,TGI-Leisure_Cinema_Ever go to the cinema,6709,82.69%
E02001985,TGI-Leisure_Cinema_Go every two or three months,1387,17.10%
E02001985,TGI-Leisure_Cinema_Go once or more a month,1603,19.76%
E02001985,TGI-Leisure_Cinema_Never go,1404,17.31%
E02001985,TGI-Leisure_Adults 15+ estimate 2018,8113,
E02001985,TGI-Media_Daily Express,153,1.89%
E02001985,TGI-Media_Daily Mail,200,2.47%
E02001985,TGI-Media_Daily Mirror,133,1.64%
E02001985,TGI-Media_Daily Record,16,0.20%
E02001985,TGI-Media_Daily Star,112,1.38%
E02001985,TGI-Media_Daily Telegraph,65,0.80%
E02001985,TGI-Media_Financial Times,24,0.30%
E02001985,TGI-Media_The Guardian,134,1.65%
E02001985,TGI-Media_i (newspaper),67,0.83%
E02001985,TGI-Media_The Sun,318,3.92%
E02001985,TGI-Media_The Times,125,1.54%
E02001985,TGI-Media_Adults 15+ estimate 2018,8113,
E02001985,AFD-All_Number of Bookers,600,1.20%
E02001985,AFD-All_Tickets Issued,3399,0.73%
E02001985,AFD-All_No of venues visited_1,489,1.45%
E02001985,AFD-All_No of venues visited_2,77,0.79%
E02001985,AFD-All_No of venues visited_3,18,0.50%
E02001985,AFD-All_No of venues visited_4,14,0.98%
E02001985,AFD-All_No of venues visited_5,1,0.16%
E02001985,AFD-All_No of venues visited_6,0,0.00%
E02001985,AFD-All_No of venues visited_7,1,0.75%
E02001985,AFD-All_No of venues visited_8,0,0.00%
E02001985,AFD-All_No of venues visited_9,0,0.00%
E02001985,AFD-All_No of venues visited_10,0,0.00%
E02001985,AFD-All_No of venues visited_More than 10,0,0.00%
E02001985,AFD-All_No of venues visited_Average,1.275,127.50%
E02001985,AFD-All_Bookers per artform_Children/Family,66,0.83%
E02001985,AFD-All_Bookers per artform_Christmas Show,96,0.99%
E02001985,AFD-All_Bookers per artform_Contemporary Visual Arts,2,1.02%
E02001985,AFD-All_Bookers per artform_Dance,63,0.89%
E02001985,AFD-All_Bookers per artform_Film,34,0.67%
E02001985,AFD-All_Bookers per artform_General Entertainment,117,1.08%
E02001985,AFD-All_Bookers per artform_Literature,3,0.99%
E02001985,AFD-All_Bookers per artform_Museums/Heritage,39,1.31%
E02001985,AFD-All_Bookers per artform_Music,137,0.89%
E02001985,AFD-All_Bookers per artform_Musical Theatre,144,0.95%
E02001985,AFD-All_Bookers per artform_Other Artforms,11,1.29%
E02001985,AFD-All_Bookers per artform_Outdoor Arts,4,1.96%
E02001985,AFD-All_Bookers per artform_Plays/Drama,156,1.08%
E02001985,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%
E02001985,AFD-All_Bookers per artform_Uncoded,20,1.41%
E02001985,AFD-All_Bookers per artform_Workshops,6,0.64%
E02001985,AFD-All_Performances_Number of performances,1123,1.04%
E02001985,AFD-All_Performances_Avg. performances booked for per customer,1.871666667,187.17%
E02001985,AFD-All_Yield_Average yield per ticket,20.3936,2039.36%
E02001985,AFD-All_Bookers per artform_Total income,64199.15,0.67%
E02001985,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%
E02001985,AFD-All_Audience Spectrum_Commuter-land Culturebuffs,0,0.00%
E02001985,AFD-All_Audience Spectrum_Experience Seekers,312,52.00%
E02001985,AFD-All_Audience Spectrum_Dormitory Dependables,0,0.00%
E02001985,AFD-All_Audience Spectrum_Trips & Treats,20,3.33%
E02001985,AFD-All_Audience Spectrum_Home & Heritage,1,0.17%
E02001985,AFD-All_Audience Spectrum_Up Our Street,168,28.00%
E02001985,AFD-All_Audience Spectrum_Facebook Families,62,10.33%
E02001985,AFD-All_Audience Spectrum_Kaleidoscope Creativity,5,0.83%
E02001985,AFD-All_Audience Spectrum_Heydays,32,5.33%
E02001985,AFD-All_Audience Spectrum_Total,600,
E02001985,AFD-Coventry_Number of Bookers,416,1.07%
E02001985,AFD-Coventry_Tickets Issued,2331,0.72%
E02001985,AFD-Coventry_No of venues visited_1,388,1.19%
E02001985,AFD-Coventry_No of venues visited_2,28,0.46%
E02001985,AFD-Coventry_No of venues visited_Average,1.067307692,106.73%
E02001985,AFD-Coventry_Bookers per artform_Children/Family,60,0.83%
E02001985,AFD-Coventry_Bookers per artform_Christmas Show,84,1.01%
E02001985,AFD-Coventry_Bookers per artform_Contemporary Visual Arts,1,0.73%
E02001985,AFD-Coventry_Bookers per artform_Dance,36,0.83%
E02001985,AFD-Coventry_Bookers per artform_Film,30,0.65%
E02001985,AFD-Coventry_Bookers per artform_General Entertainment,94,1.05%
E02001985,AFD-Coventry_Bookers per artform_Literature,1,3.57%
E02001985,AFD-Coventry_Bookers per artform_Museums/Heritage,0,0.00%
E02001985,AFD-Coventry_Bookers per artform_Music,92,0.79%
E02001985,AFD-Coventry_Bookers per artform_Musical Theatre,102,1.05%
E02001985,AFD-Coventry_Bookers per artform_Other Artforms,5,0.98%
E02001985,AFD-Coventry_Bookers per artform_Outdoor Arts,0,0.00%
E02001985,AFD-Coventry_Bookers per artform_Plays/Drama,120,1.10%
E02001985,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%
E02001985,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%
E02001985,AFD-Coventry_Bookers per artform_Workshops,3,0.40%
E02001985,AFD-Coventry_Performances_Number of performances,683,1.18%
E02001985,AFD-Coventry_Performances_Avg. performances booked for per customer,1.641826923,
E02001985,AFD-Coventry_Yield_Average yield per ticket,17.0396,
E02001985,AFD-Coventry_Bookers per artform_Total income,36686.3,
E02001985,AFD-Coventry_Audience Spectrum_Metro-culturals,0,0.00%
E02001985,AFD-Coventry_Audience Spectrum_Commuter-land Culturebuffs,0,0.00%
E02001985,AFD-Coventry_Audience Spectrum_Experience Seekers,203,48.80%
E02001985,AFD-Coventry_Audience Spectrum_Dormitory Dependables,0,0.00%
E02001985,AFD-Coventry_Audience Spectrum_Trips & Treats,13,3.13%
E02001985,AFD-Coventry_Audience Spectrum_Home & Heritage,0,0.00%
E02001985,AFD-Coventry_Audience Spectrum_Up Our Street,131,31.49%
E02001985,AFD-Coventry_Audience Spectrum_Facebook Families,42,10.10%
E02001985,AFD-Coventry_Audience Spectrum_Kaleidoscope Creativity,4,0.96%
E02001985,AFD-Coventry_Audience Spectrum_Heydays,23,5.53%
E02001985,AFD-Coventry_Audience Spectrum_Total,416,1.07%
E02001985,Index of Multiple Deprivation (IMD) Score,25.4620864,
E02001985,Income Score (rate),0.111672703,
E02001985,Employment Score (rate),0.048304046,
E02001985,"Education, Skills and Training Score",30.82485795,
E02001985,Health Deprivation and Disability Score,0.481383984,
E02001985,Crime Score,0.308334182,
E02001985,Barriers to Housing and Services Score,24.90514809,
E02001985,Living Environment Score,55.65204603,
E02001985,Income Deprivation Affecting Children Index (IDACI) Score (rate),0.033876155,
E02001985,Income Deprivation Affecting Older People (IDAOPI) Score (rate),0.017665818,
E02001985,Children and Young People Sub-domain Score,0.800818242,
E02001985,Adult Skills Sub-domain Score,0.325280324,
E02001985,Geographical Barriers Sub-domain Score,-0.631054801,
E02001985,Wider Barriers Sub-domain Score,2.919927844,
E02001985,Indoors Sub-domain Score,1.383275797,
E02001985,Outdoors Sub-domain Score,0.697897566,
E02001986,Adults 15+ estimate 2018,6734,2.32%
E02001986,Household estimate 2018,3940,2.72%
E02001986,Population estimate 2018,8282,2.32%
E02001986,Segmentation_Audience Spectrum_Metro-culturals,0,0.00%
E02001986,Segmentation_Audience Spectrum_Commuter-land Culturebuffs,355,5.34%
E02001986,Segmentation_Audience Spectrum_Experience Seekers,87,1.31%
E02001986,Segmentation_Audience Spectrum_Dormitory Dependables,478,7.19%
E02001986,Segmentation_Audience Spectrum_Trips & Treats,559,8.41%
E02001986,Segmentation_Audience Spectrum_Home & Heritage,602,9.06%
E02001986,Segmentation_Audience Spectrum_Up Our Street,638,9.60%
E02001986,Segmentation_Audience Spectrum_Facebook Families,1554,23.38%
E02001986,Segmentation_Audience Spectrum_Kaleidoscope Creativity,1755,26.40%
E02001986,Segmentation_Audience Spectrum segment_Heydays,619,9.31%
E02001986,Segmentation_Audience Spectrum_Adults 15+ estimate 2018,6647,
E02001986,Segmentation_MOSAIC_A City Prosperity ,0,0.00%
E02001986,Segmentation_MOSAIC_B Prestige Positions ,306,4.54%
E02001986,Segmentation_MOSAIC_C Country Living ,0,0.00%
E02001986,Segmentation_MOSAIC_D Rural Reality ,0,0.00%
E02001986,Segmentation_MOSAIC_E Senior Security ,734,10.90%
E02001986,Segmentation_MOSAIC_F Suburban Stability ,262,3.89%
E02001986,Segmentation_MOSAIC_G Domestic Success ,134,1.99%
E02001986,Segmentation_MOSAIC_H Aspiring Homemakers ,464,6.89%
E02001986,Segmentation_MOSAIC_I Family Basics ,717,10.65%
E02001986,Segmentation_MOSAIC_J Transient Renters ,892,13.25%
E02001986,Segmentation_MOSAIC_K Municipal Tenants,2221,32.98%
E02001986,Segmentation_MOSAIC_L Vintage Value ,408,6.06%
E02001986,Segmentation_MOSAIC_M Modest Traditions ,417,6.19%
E02001986,Segmentation_MOSAIC_N Urban Cohesion ,0,0.00%
E02001986,Segmentation_MOSAIC_O Rental Hubs ,179,2.66%
E02001986,Segmentation_MOSAIC_U Unclassified,0,0.00%
E02001986,Segmentation_MOSAIC 6 Group (Adults 15+)_Adults 15+ estimate 2018,6734,
E02001986,TGI-Leisure_Art galleries,1329,19.74%
E02001986,TGI-Leisure_Art gallery once a month or more,55,0.82%
E02001986,TGI-Leisure_Ballet,498,7.40%
E02001986,TGI-Leisure_Classical concerts,626,9.30%
E02001986,TGI-Leisure_Comedy Shows,1325,19.68%
E02001986,TGI-Leisure_Contemp-orary dance,397,5.90%
E02001986,TGI-Leisure_Jazz concerts,418,6.21%
E02001986,TGI-Leisure_Opera,357,5.30%
E02001986,TGI-Leisure_Plays,1431,21.25%
E02001986,TGI-Leisure_Popular/rock concert,2079,30.87%
E02001986,TGI-Leisure_Theatre,2118,31.45%
E02001986,TGI-Leisure_Theatre once a month or more,127,1.89%
E02001986,TGI-Leisure_Museums,1294,19.22%
E02001986,TGI-Leisure_Archaeological sites,290,4.31%
E02001986,TGI-Leisure_Stately homes/ castles,1210,17.97%
E02001986,TGI-Leisure_Cinema_Ever go to the cinema,4883,72.51%
E02001986,TGI-Leisure_Cinema_Go every two or three months,839,12.46%
E02001986,TGI-Leisure_Cinema_Go once or more a month,870,12.92%
E02001986,TGI-Leisure_Cinema_Never go,1851,27.49%
E02001986,TGI-Leisure_Adults 15+ estimate 2018,6734,
E02001986,TGI-Media_Daily Express,133,1.98%
E02001986,TGI-Media_Daily Mail,278,4.13%
E02001986,TGI-Media_Daily Mirror,142,2.11%
E02001986,TGI-Media_Daily Record,16,0.24%
E02001986,TGI-Media_Daily Star,110,1.63%
E02001986,TGI-Media_Daily Telegraph,84,1.25%
E02001986,TGI-Media_Financial Times,11,0.16%
E02001986,TGI-Media_The Guardian,61,0.91%
E02001986,TGI-Media_i (newspaper),59,0.88%
E02001986,TGI-Media_The Sun,440,6.53%
E02001986,TGI-Media_The Times,90,1.34%
E02001986,TGI-Media_Adults 15+ estimate 2018,6734,
E02001986,AFD-All_Number of Bookers,1190,2.39%
E02001986,AFD-All_Tickets Issued,9971,2.15%
E02001986,AFD-All_No of venues visited_1,812,2.40%
E02001986,AFD-All_No of venues visited_2,245,2.51%
E02001986,AFD-All_No of venues visited_3,81,2.23%
E02001986,AFD-All_No of venues visited_4,27,1.89%
E02001986,AFD-All_No of venues visited_5,16,2.62%
E02001986,AFD-All_No of venues visited_6,5,1.88%
E02001986,AFD-All_No of venues visited_7,2,1.49%
E02001986,AFD-All_No of venues visited_8,1,1.54%
E02001986,AFD-All_No of venues visited_9,0,0.00%
E02001986,AFD-All_No of venues visited_10,0,0.00%
E02001986,AFD-All_No of venues visited_More than 10,1,1.82%
E02001986,AFD-All_No of venues visited_Average,1.510084034,151.01%
E02001986,AFD-All_Bookers per artform_Children/Family,208,2.63%
E02001986,AFD-All_Bookers per artform_Christmas Show,210,2.16%
E02001986,AFD-All_Bookers per artform_Contemporary Visual Arts,0,0.00%
E02001986,AFD-All_Bookers per artform_Dance,159,2.24%
E02001986,AFD-All_Bookers per artform_Film,101,1.99%
E02001986,AFD-All_Bookers per artform_General Entertainment,279,2.57%
E02001986,AFD-All_Bookers per artform_Literature,6,1.98%
E02001986,AFD-All_Bookers per artform_Museums/Heritage,99,3.33%
E02001986,AFD-All_Bookers per artform_Music,353,2.28%
E02001986,AFD-All_Bookers per artform_Musical Theatre,344,2.27%
E02001986,AFD-All_Bookers per artform_Other Artforms,13,1.53%
E02001986,AFD-All_Bookers per artform_Outdoor Arts,6,2.94%
E02001986,AFD-All_Bookers per artform_Plays/Drama,303,2.09%
E02001986,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%
E02001986,AFD-All_Bookers per artform_Uncoded,23,1.62%
E02001986,AFD-All_Bookers per artform_Workshops,16,1.71%
E02001986,AFD-All_Performances_Number of performances,2532,2.34%
E02001986,AFD-All_Performances_Avg. performances booked for per customer,2.127731092,212.77%
E02001986,AFD-All_Yield_Average yield per ticket,22.14,2214.00%
E02001986,AFD-All_Bookers per artform_Total income,210817.6,2.19%
E02001986,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%
E02001986,AFD-All_Audience Spectrum_Commuter-land Culturebuffs,103,8.66%
E02001986,AFD-All_Audience Spectrum_Experience Seekers,16,1.34%
E02001986,AFD-All_Audience Spectrum_Dormitory Dependables,177,14.87%
E02001986,AFD-All_Audience Spectrum_Trips & Treats,211,17.73%
E02001986,AFD-All_Audience Spectrum_Home & Heritage,95,7.98%
E02001986,AFD-All_Audience Spectrum_Up Our Street,142,11.93%
E02001986,AFD-All_Audience Spectrum_Facebook Families,210,17.65%
E02001986,AFD-All_Audience Spectrum_Kaleidoscope Creativity,156,13.11%
E02001986,AFD-All_Audience Spectrum_Heydays,80,6.72%
E02001986,AFD-All_Audience Spectrum_Total,1190,
E02001986,AFD-Coventry_Number of Bookers,911,2.35%
E02001986,AFD-Coventry_Tickets Issued,6709,2.08%
E02001986,AFD-Coventry_No of venues visited_1,789,2.42%
E02001986,AFD-Coventry_No of venues visited_2,122,2.00%
E02001986,AFD-Coventry_No of venues visited_Average,1.133918771,113.39%
E02001986,AFD-Coventry_Bookers per artform_Children/Family,183,2.53%
E02001986,AFD-Coventry_Bookers per artform_Christmas Show,174,2.10%
E02001986,AFD-Coventry_Bookers per artform_Contemporary Visual Arts,0,0.00%
E02001986,AFD-Coventry_Bookers per artform_Dance,93,2.16%
E02001986,AFD-Coventry_Bookers per artform_Film,97,2.09%
E02001986,AFD-Coventry_Bookers per artform_General Entertainment,226,2.51%
E02001986,AFD-Coventry_Bookers per artform_Literature,0,0.00%
E02001986,AFD-Coventry_Bookers per artform_Museums/Heritage,0,0.00%
E02001986,AFD-Coventry_Bookers per artform_Music,256,2.21%
E02001986,AFD-Coventry_Bookers per artform_Musical Theatre,213,2.19%
E02001986,AFD-Coventry_Bookers per artform_Other Artforms,7,1.38%
E02001986,AFD-Coventry_Bookers per artform_Outdoor Arts,2,3.51%
E02001986,AFD-Coventry_Bookers per artform_Plays/Drama,225,2.06%
E02001986,AFD-Coventry_Bookers per artform_Traditional Visual Arts,0,0.00%
E02001986,AFD-Coventry_Bookers per artform_Uncoded,0,0.00%
E02001986,AFD-Coventry_Bookers per artform_Workshops,11,1.46%
E02001986,AFD-Coventry_Performances_Number of performances,1389,2.40%
E02001986,AFD-Coventry_Performances_Avg. performances booked for per customer,1.524698134,
E02001986,AFD-Coventry_Yield_Average yield per ticket,17.8758,
E02001986,AFD-Coventry_Bookers per artform_Total income,115049.06,
E02001986,AFD-Coventry_Audience Spectrum_Metro-culturals,0,0.00%
E02001986,AFD-Coventry_Audience Spectrum_Commuter-land Culturebuffs,85,9.33%
E02001986,AFD-Coventry_Audience Spectrum_Experience Seekers,9,0.99%
E02001986,AFD-Coventry_Audience Spectrum_Dormitory Dependables,143,15.70%
E02001986,AFD-Coventry_Audience Spectrum_Trips & Treats,158,17.34%
E02001986,AFD-Coventry_Audience Spectrum_Home & Heritage,74,8.12%
E02001986,AFD-Coventry_Audience Spectrum_Up Our Street,109,11.96%
E02001986,AFD-Coventry_Audience Spectrum_Facebook Families,158,17.34%
E02001986,AFD-Coventry_Audience Spectrum_Kaleidoscope Creativity,114,12.51%
E02001986,AFD-Coventry_Audience Spectrum_Heydays,61,6.70%
E02001986,AFD-Coventry_Audience Spectrum_Total,911,2.35%
E02001986,Index of Multiple Deprivation (IMD) Score,36.25015359,
E02001986,Income Score (rate),0.235547277,
E02001986,Employment Score (rate),0.110356064,
E02001986,"Education, Skills and Training Score",35.37409344,
E02001986,Health Deprivation and Disability Score,0.83395198,
E02001986,Crime Score,0.246564356,
E02001986,Barriers to Housing and Services Score,22.99254864,
E02001986,Living Environment Score,18.77114765,
E02001986,Income Deprivation Affecting Children Index (IDACI) Score (rate),0.064982054,
E02001986,Income Deprivation Affecting Older People (IDAOPI) Score (rate),0.044532054,
E02001986,Children and Young People Sub-domain Score,0.660141089,
E02001986,Adult Skills Sub-domain Score,0.391271163,
E02001986,Geographical Barriers Sub-domain Score,-0.212757302,
E02001986,Wider Barriers Sub-domain Score,1.907368936,
E02001986,Indoors Sub-domain Score,0.260581559,
E02001986,Outdoors Sub-domain Score,-0.300766337,
E02001987,Adults 15+ estimate 2018,6130,2.11%
E02001987,Household estimate 2018,3107,2.14%
E02001987,Population estimate 2018,6782,1.90%
E02001987,Segmentation_Audience Spectrum_Metro-culturals,0,0.00%
E02001987,Segmentation_Audience Spectrum_Commuter-land Culturebuffs,0,0.00%
E02001987,Segmentation_Audience Spectrum_Experience Seekers,5268,86.30%
E02001987,Segmentation_Audience Spectrum_Dormitory Dependables,74,1.21%
E02001987,Segmentation_Audience Spectrum_Trips & Treats,119,1.95%
E02001987,Segmentation_Audience Spectrum_Home & Heritage,0,0.00%
E02001987,Segmentation_Audience Spectrum_Up Our Street,524,8.58%
E02001987,Segmentation_Audience Spectrum_Facebook Families,119,1.95%
E02001987,Segmentation_Audience Spectrum_Kaleidoscope Creativity,0,0.00%
E02001987,Segmentation_Audience Spectrum segment_Heydays,0,0.00%
E02001987,Segmentation_Audience Spectrum_Adults 15+ estimate 2018,6104,
E02001987,Segmentation_MOSAIC_A City Prosperity ,0,0.00%
E02001987,Segmentation_MOSAIC_B Prestige Positions ,0,0.00%
E02001987,Segmentation_MOSAIC_C Country Living ,0,0.00%
E02001987,Segmentation_MOSAIC_D Rural Reality ,0,0.00%
E02001987,Segmentation_MOSAIC_E Senior Security ,0,0.00%
E02001987,Segmentation_MOSAIC_F Suburban Stability ,0,0.00%
E02001987,Segmentation_MOSAIC_G Domestic Success ,74,1.21%
E02001987,Segmentation_MOSAIC_H Aspiring Homemakers ,0,0.00%
E02001987,Segmentation_MOSAIC_I Family Basics ,0,0.00%
E02001987,Segmentation_MOSAIC_J Transient Renters ,280,4.57%
E02001987,Segmentation_MOSAIC_K Municipal Tenants,0,0.00%
E02001987,Segmentation_MOSAIC_L Vintage Value ,349,5.69%
E02001987,Segmentation_MOSAIC_M Modest Traditions ,0,0.00%
E02001987,Segmentation_MOSAIC_N Urban Cohesion ,710,11.58%
E02001987,Segmentation_MOSAIC_O Rental Hubs ,4717,76.95%
E02001987,Segmentation_MOSAIC_U Unclassified,0,0.00%
E02001987,Segmentation_MOSAIC 6 Group (Adults 15+)_Adults 15+ estimate 2018,6130,
E02001987,TGI-Leisure_Art galleries,1997,32.58%
E02001987,TGI-Leisure_Art gallery once a month or more,113,1.84%
E02001987,TGI-Leisure_Ballet,802,13.08%
E02001987,TGI-Leisure_Classical concerts,1025,16.72%
E02001987,TGI-Leisure_Comedy Shows,1615,26.35%
E02001987,TGI-Leisure_Contemp-orary dance,572,9.33%
E02001987,TGI-Leisure_Jazz concerts,669,10.91%
E02001987,TGI-Leisure_Opera,595,9.71%
E02001987,TGI-Leisure_Plays,2003,32.68%
E02001987,TGI-Leisure_Popular/rock concert,2627,42.85%
E02001987,TGI-Leisure_Theatre,2709,44.19%
E02001987,TGI-Leisure_Theatre once a month or more,261,4.26%
E02001987,TGI-Leisure_Museums,1705,27.81%
E02001987,TGI-Leisure_Archaeological sites,349,5.69%
E02001987,TGI-Leisure_Stately homes/ castles,1434,23.39%
E02001987,TGI-Leisure_Cinema_Ever go to the cinema,5141,83.87%
E02001987,TGI-Leisure_Cinema_Go every two or three months,1007,16.43%
E02001987,TGI-Leisure_Cinema_Go once or more a month,1207,19.69%
E02001987,TGI-Leisure_Cinema_Never go,989,16.13%
E02001987,TGI-Leisure_Adults 15+ estimate 2018,6130,
E02001987,TGI-Media_Daily Express,154,2.51%
E02001987,TGI-Media_Daily Mail,200,3.26%
E02001987,TGI-Media_Daily Mirror,94,1.53%
E02001987,TGI-Media_Daily Record,16,0.26%
E02001987,TGI-Media_Daily Star,101,1.65%
E02001987,TGI-Media_Daily Telegraph,63,1.03%
E02001987,TGI-Media_Financial Times,21,0.34%
E02001987,TGI-Media_The Guardian,126,2.06%
E02001987,TGI-Media_i (newspaper),49,0.80%
E02001987,TGI-Media_The Sun,181,2.95%
E02001987,TGI-Media_The Times,131,2.14%
E02001987,TGI-Media_Adults 15+ estimate 2018,6130,
E02001987,AFD-All_Number of Bookers,1785,3.58%
E02001987,AFD-All_Tickets Issued,14609,3.14%
E02001987,AFD-All_No of venues visited_1,1299,3.84%
E02001987,AFD-All_No of venues visited_2,297,3.04%
E02001987,AFD-All_No of venues visited_3,101,2.78%
E02001987,AFD-All_No of venues visited_4,41,2.87%
E02001987,AFD-All_No of venues visited_5,16,2.62%
E02001987,AFD-All_No of venues visited_6,10,3.76%
E02001987,AFD-All_No of venues visited_7,6,4.48%
E02001987,AFD-All_No of venues visited_8,2,3.08%
E02001987,AFD-All_No of venues visited_9,3,7.32%
E02001987,AFD-All_No of venues visited_10,3,10.71%
E02001987,AFD-All_No of venues visited_More than 10,7,12.73%
E02001987,AFD-All_No of venues visited_Average,1.514845938,151.48%
E02001987,AFD-All_Bookers per artform_Children/Family,144,1.82%
E02001987,AFD-All_Bookers per artform_Christmas Show,153,1.58%
E02001987,AFD-All_Bookers per artform_Contemporary Visual Arts,14,7.14%
E02001987,AFD-All_Bookers per artform_Dance,202,2.85%
E02001987,AFD-All_Bookers per artform_Film,400,7.86%
E02001987,AFD-All_Bookers per artform_General Entertainment,382,3.52%
E02001987,AFD-All_Bookers per artform_Literature,21,6.93%
E02001987,AFD-All_Bookers per artform_Museums/Heritage,48,1.61%
E02001987,AFD-All_Bookers per artform_Music,587,3.79%
E02001987,AFD-All_Bookers per artform_Musical Theatre,296,1.95%
E02001987,AFD-All_Bookers per artform_Other Artforms,42,4.93%
E02001987,AFD-All_Bookers per artform_Outdoor Arts,8,3.92%
E02001987,AFD-All_Bookers per artform_Plays/Drama,639,4.41%
E02001987,AFD-All_Bookers per artform_Traditional Visual Arts,0,0.00%
E02001987,AFD-All_Bookers per artform_Uncoded,77,5.43%
E02001987,AFD-All_Bookers per artform_Workshops,40,4.27%
E02001987,AFD-All_Performances_Number of performances,4369,4.04%
E02001987,AFD-All_Performances_Avg. performances booked for per customer,2.447619048,244.76%
E02001987,AFD-All_Yield_Average yield per ticket,18.1509,1815.09%
E02001987,AFD-All_Bookers per artform_Total income,254857.88,2.65%
E02001987,AFD-All_Audience Spectrum_Metro-culturals,0,0.00%
E02001987,AFD-All_Audience Spectrum_Commuter-land Culturebuffs,2,0.11%
E02001987,AFD-All_Audience Spectrum_Experience Seekers,1549,86.78%
E02001987,AFD-All_Audience Spectrum_Dormitory Dependables,23,1.29%
E02001987,AFD-All_Audience Spectrum_Trips & Treats,78,4.37%
E02001987,AFD-All_Audience Spectrum_Home & Heritage,7,0.39%
E02001987,AFD-All_Audience Spectrum_Up Our Street,87,4.87%
E02001987,AFD-All_Audience Spectrum_Facebook Families,23,1.29%
E02001987,AFD-All_Audience Spectrum_Kaleidoscope Creativity,15,0.84%
E02001987,AFD-All_Audience Spectrum_Heydays,1,0.06%
E02001987,AFD-All_Audience Spectrum_Total,1785,
