GeographyID,GeographyName,GeographyDescription,GeographyType,FamilyHub,PCD,OA11,LSOA11,MSOA,Ward,LTLA18CD,UTLA18CD,LAUA,CAUTH,REGION,CTRY,LAT,LONG,WestMidlandsPolice,WestMidlandsPoliceImpactAreas,PrimaryCareNetwork,CCG18CD
F84014,Upton Lane Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84015,Kingsmead Healthcare,,GP,,,,,,,,,,,,,,,,,,
F84016,The Mission Practice,,GP,,,,,,,,,,,,,,,,,,
F84017,Star Lane Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84018,The Nightingale Practice,,GP,,,,,,,,,,,,,,,,,,
F84021,London Fields Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84022,Stratford Health Centre,,GP,,,,,,,,,,,,,,,,,,
F84025,Gough Walk Practice,,GP,,,,,,,,,,,,,,,,,,
F84030,Ruston Street Clinic,,GP,,,,,,,,,,,,,,,,,,
F84031,Jubilee Street Practice,,GP,,,,,,,,,,,,,,,,,,
F84033,Somerford Grove Practice,,GP,,,,,,,,,,,,,,,,,,
F84034,St.Stephens Health Centre,,GP,,,,,,,,,,,,,,,,,,
F84035,Richmond Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84036,The Cedar Practice,,GP,,,,,,,,,,,,,,,,,,
F84038,Beechwood Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84039,Whitechapel Health Centre,,GP,,,,,,,,,,,,,,,,,,
F84041,Southgate Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84043,The Sorsby Health Centre,,GP,,,,,,,,,,,,,,,,,,
F84044,Harley Grove Medical Ctr.,,GP,,,,,,,,,,,,,,,,,,
F84046,Brayford Square Surgery,,GP,,,,,,,,,,,,,,,,,,
F84047,Custom House Surgery,,GP,,,,,,,,,,,,,,,,,,
F84050,Boleyn Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84051,Strouts Place Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84052,Essex Lodge,,GP,,,,,,,,,,,,,,,,,,
F84053,Greengate Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84054,The Limehouse Practice,,GP,,,,,,,,,,,,,,,,,,
F84055,The Grove Road Surgery,,GP,,,,,,,,,,,,,,,,,,
F84060,Athena Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84062,The Chrisp Street Hth Ctr,,GP,,,,,,,,,,,,,,,,,,
F84063,The Dalston Practice,,GP,,,,,,,,,,,,,,,,,,
F84069,Well Street Surgery,,GP,,,,,,,,,,,,,,,,,,
F84070,Lathom Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84072,De Beauvoir Surgery,,GP,,,,,,,,,,,,,,,,,,
F84074,The Graham Practice,,GP,,,,,,,,,,,,,,,,,,
F84077,Dr Samuel and Dr Khan,,GP,,,,,,,,,,,,,,,,,,
F84079,The Wapping Group Practice,,GP,,,,,,,,,,,,,,,,,,
F84080,Fountayne Road Health Centre,,GP,,,,,,,,,,,,,,,,,,
F84081,The Spitalfields Practice,,GP,,,,,,,,,,,,,,,,,,
F84083,Bethnal Green Health Ctr.,,GP,,,,,,,,,,,,,,,,,,
F84086,Dr Driver & Partners,,GP,,,,,,,,,,,,,,,,,,
F84087,Harford Health Centre,,GP,,,,,,,,,,,,,,,,,,
F84088,Plashet Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84091,The Surgery - Dr A Arshad,,GP,,,,,,,,,,,,,,,,,,
F84092,Glen Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84093,Tollgate Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84096,The Lawson Practice,,GP,,,,,,,,,,,,,,,,,,
F84097,Claremont Clinic,,GP,,,,,,,,,,,,,,,,,,
F84105,The Lea Surgery,,GP,,,,,,,,,,,,,,,,,,
F84111,Abbey Road Medical Practice,,GP,,,,,,,,,,,,,,,,,,
F84114,City Wellbeing Practice,,GP,,,,,,,,,,,,,,,,,,
F84115,The Statham Grove Surgery,,GP,,,,,,,,,,,,,,,,,,
F84117,Queensbridge Group Practice,,GP,,,,,,,,,,,,,,,,,,
F84118,Rana Ak,,GP,,,,,,,,,,,,,,,,,,
F84119,The Heron Practice,,GP,,,,,,,,,,,,,,,,,,
F84121,E12 Health,,GP,,,,,,,,,,,,,,,,,,
F84122,Xx Place Health Centre,,GP,,,,,,,,,,,,,,,,,,
F84123,The Globe Town Surgery,,GP,,,,,,,,,,,,,,,,,,
F84124,The Project Surgery,,GP,,,,,,,,,,,,,,,,,,
F84601,Elsdale Street Surgery,,GP,,,,,,,,,,,,,,,,,,
F84619,The Riverside Practice,,GP,,,,,,,,,,,,,,,,,,
F84620,The Wick Health Centre,,GP,,,,,,,,,,,,,,,,,,
F84621,Sandringham Practice,,GP,,,,,,,,,,,,,,,,,,
F84624,Abney House Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84631,Dr Pi Abiola,,GP,,,,,,,,,,,,,,,,,,
F84632,The Greenhouse Walk-In,,GP,,,,,,,,,,,,,,,,,,
F84635,Shoreditch Park Surgery,,GP,,,,,,,,,,,,,,,,,,
F84636,The Surgery (Barretts Grove),,GP,,,,,,,,,,,,,,,,,,
F84640,The Neaman Practice,,GP,,,,,,,,,,,,,,,,,,
F84641,Birchdale Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84642,Lucas Avenue Practice,,GP,,,,,,,,,,,,,,,,,,
F84647,Roserton Street Surgery,,GP,,,,,,,,,,,,,,,,,,
F84656,Docklands Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84657,Cumberland Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84658,Sangam Practice,,GP,,,,,,,,,,,,,,,,,,
F84660,Dr Cm Patel's Surgery,,GP,,,,,,,,,,,,,,,,,,
F84661,West Ham Medical Practice,,GP,,,,,,,,,,,,,,,,,,
F84666,The Ruiz Medical Practice,,GP,,,,,,,,,,,,,,,,,,
F84668,The Clapton Surgery,,GP,,,,,,,,,,,,,,,,,,
F84669,Newham Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84670,Westbury Road Medical Practice,,GP,,,,,,,,,,,,,,,,,,
F84672,Leytonstone Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84673,Esk Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84676,The Stroudley Wlk Hth Ctr,,GP,,,,,,,,,,,,,,,,,,
F84677,East End Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84679,Upper Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84681,Balaam Street Practice,,GP,,,,,,,,,,,,,,,,,,
F84682,East One Health,,GP,,,,,,,,,,,,,,,,,,
F84685,The Elm Practice,,GP,,,,,,,,,,,,,,,,,,
F84686,The Surgery (Cranwich Road),,GP,,,,,,,,,,,,,,,,,,
F84692,The Hoxton Surgery,,GP,,,,,,,,,,,,,,,,,,
F84694,The Surgery (Brooke Road),,GP,,,,,,,,,,,,,,,,,,
F84696,Tredegar Practice,,GP,,,,,,,,,,,,,,,,,,
F84698,Aberfeldy Practice,,GP,,,,,,,,,,,,,,,,,,
F84702,All Saints Practice,,GP,,,,,,,,,,,,,,,,,,
F84706,Dr Sks Swedan,,GP,,,,,,,,,,,,,,,,,,
F84708,Dr T Lwin,,GP,,,,,,,,,,,,,,,,,,
F84710,Island Health,,GP,,,,,,,,,,,,,,,,,,
F84711,Rosewood Practice,,GP,,,,,,,,,,,,,,,,,,
F84714,St.Paul's Way Medical Ctr,,GP,,,,,,,,,,,,,,,,,,
F84716,The Allerton Road Surgery,,GP,,,,,,,,,,,,,,,,,,
F84717,Royal Docks Medical Practice,,GP,,,,,,,,,,,,,,,,,,
F84718,The Blithehale Med.Ctr.,,GP,,,,,,,,,,,,,,,,,,
F84719,Latimer Health Centre,,GP,,,,,,,,,,,,,,,,,,
F84720,Healy Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84724,Woodgrange Medical Practice,,GP,,,,,,,,,,,,,,,,,,
F84729,Dr Nb Bhadra,,GP,,,,,,,,,,,,,,,,,,
F84730,Dr Pcl Knight,,GP,,,,,,,,,,,,,,,,,,
F84731,St. Katherine's Dock Practice,,GP,,,,,,,,,,,,,,,,,,
F84733,Health E1,,GP,,,,,,,,,,,,,,,,,,
F84734,Boleyn Road Practice,,GP,,,,,,,,,,,,,,,,,,
F84735,The Azad Practice,,GP,,,,,,,,,,,,,,,,,,
F84739,E12 Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F84740,Newham Transitional Practice,,GP,,,,,,,,,,,,,,,,,,
F84741,Dr T Krishnamurthy,,GP,,,,,,,,,,,,,,,,,,
F84742,The Summitt Practice,,GP,,,,,,,,,,,,,,,,,,
F84747,The Barkantine Practice,,GP,,,,,,,,,,,,,,,,,,
F84749,Lantern Health-Carpenters Practice,,GP,,,,,,,,,,,,,,,,,,
F85002,Forest Rd Group Practice,,GP,,,,,,,,,,,,,,,,,,
F85003,Riley House Surgery,,GP,,,,,,,,,,,,,,,,,,
F85004,Eagle House Surgery,,GP,,,,,,,,,,,,,,,,,,
F85007,Lawrence House Surgery,,GP,,,,,,,,,,,,,,,,,,
F85008,Staunton Group Practice,,GP,,,,,,,,,,,,,,,,,,
F85010,Keats Surgery,,GP,,,,,,,,,,,,,,,,,,
F85013,Tynemouth Medical Practice,,GP,,,,,,,,,,,,,,,,,,
F85014,Highgate Group Practice,,GP,,,,,,,,,,,,,,,,,,
F85015,Dover House Surgery,,GP,,,,,,,,,,,,,,,,,,
F85016,Cockfosters Medical Ctre,,GP,,,,,,,,,,,,,,,,,,
F85017,Charlton House Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F85019,Morris House Group Practice,,GP,,,,,,,,,,,,,,,,,,
F85020,The Woodberry Practice,,GP,,,,,,,,,,,,,,,,,,
F85023,The Ordnance Unity Centre For Health,,GP,,,,,,,,,,,,,,,,,,
F85024,Dean House Surgery,,GP,,,,,,,,,,,,,,,,,,
F85025,White Lodge Medical Practice,,GP,,,,,,,,,,,,,,,,,,
F85027,Carlton House Surgery,,GP,,,,,,,,,,,,,,,,,,
F85028,Bruce Grove Primary Health Care Ctr,,GP,,,,,,,,,,,,,,,,,,
F85029,Abernethy House Surgery,,GP,,,,,,,,,,,,,,,,,,
F85030,Somerset Gardens Family Health Centre,,GP,,,,,,,,,,,,,,,,,,
F85031,Westbury Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F85032,Southgate,,GP,,,,,,,,,,,,,,,,,,
F85033,Winchmore Hill Practice,,GP,,,,,,,,,,,,,,,,,,
F85034,Arcadian Gardens Surgery,,GP,,,,,,,,,,,,,,,,,,
F85035,Highlands Practice,,GP,,,,,,,,,,,,,,,,,,
F85036,Willow House Surgery,,GP,,,,,,,,,,,,,,,,,,
F85039,Rainbow Practice,,GP,,,,,,,,,,,,,,,,,,
F85043,Boundary Court Surgery,,GP,,,,,,,,,,,,,,,,,,
F85044,The Bounces Road Surgery,,GP,,,,,,,,,,,,,,,,,,
F85045,Queens Avenue Practice,,GP,,,,,,,,,,,,,,,,,,
F85046,Hornsey Park Surgery,,GP,,,,,,,,,,,,,,,,,,
F85048,Moorfield Road Health Ctr,,GP,,,,,,,,,,,,,,,,,,
F85052,Spur Road Surgery,,GP,,,,,,,,,,,,,,,,,,
F85053,Park Lodge Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F85055,Connaught Surgery,,GP,,,,,,,,,,,,,,,,,,
F85058,Nightingale House Surgery,,GP,,,,,,,,,,,,,,,,,,
F85060,Havergal Surgery,,GP,,,,,,,,,,,,,,,,,,
F85061,Christchurch Hall Surgery,,GP,,,,,,,,,,,,,,,,,,
F85063,The Muswell Hill Practice,,GP,,,,,,,,,,,,,,,,,,
F85064,Stuart Crescent Health Centre,,GP,,,,,,,,,,,,,,,,,,
F85065,Stuart Crescent Medical Practice,,GP,,,,,,,,,,,,,,,,,,
F85066,Bounds Green Group Practice,,GP,,,,,,,,,,,,,,,,,,
F85067,The 157 Medical Practice,,GP,,,,,,,,,,,,,,,,,,
F85069,Crouch Hall Road Surgery,,GP,,,,,,,,,,,,,,,,,,
F85071,Fernlea Surgery,,GP,,,,,,,,,,,,,,,,,,
F85072,Grovelands Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F85076,Freezywater Primary Care Centre,,GP,,,,,,,,,,,,,,,,,,
F85615,Tottenham Health Centre,,GP,,,,,,,,,,,,,,,,,,
F85623,Grove Road Surgery,,GP,,,,,,,,,,,,,,,,,,
F85625,Bincote Surgery,,GP,,,,,,,,,,,,,,,,,,
F85628,Dowsett Road Surgery,,GP,,,,,,,,,,,,,,,,,,
F85634,East Enfield Practice,,GP,,,,,,,,,,,,,,,,,,
F85640,Cheshire Road Surgery,,GP,,,,,,,,,,,,,,,,,,
F85642,The North London Health Centre,,GP,,,,,,,,,,,,,,,,,,
F85645,Myddleton Road Surgery,,GP,,,,,,,,,,,,,,,,,,
F85650,Morecambe Surgery,,GP,,,,,,,,,,,,,,,,,,
F85652,Southbury Surgery,,GP,,,,,,,,,,,,,,,,,,
F85654,Brick Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
F85656,Bush Hill Park Med Centre,,GP,,,,,,,,,,,,,,,,,,
F85663,Latymer Road Surgery,,GP,,,,,,,,,,,,,,,,,,
F85666,Dr Me Silver's Practice,,GP,,,,,,,,,,,,,,,,,,
F85669,West Green Road Surgery,,GP,,,,,,,,,,,,,,,,,,
F85675,The Alexandra Surgery,,GP,,,,,,,,,,,,,,,,,,
F85676,Boundary House Surgery,,GP,,,,,,,,,,,,,,,,,,
F85678,Town Surgery,,GP,,,,,,,,,,,,,,,,,,
F85681,Green Street Surgery,,GP,,,,,,,,,,,,,,,,,,
F85682,Chalfont Road Surgery,,GP,,,,,,,,,,,,,,,,,,
F85684,Curzon Avenue Surgery,,GP,,,,,,,,,,,,,,,,,,
F85686,Trinity Avenue Surgery,,GP,,,,,,,,,,,,,,,,,,
F85687,Oakwood Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F85688,Rutland House Surgery,,GP,,,,,,,,,,,,,,,,,,
F85697,The Old Surgery,,GP,,,,,,,,,,,,,,,,,,
F85700,Arnos Grove Medical Centr,,GP,,,,,,,,,,,,,,,,,,
F85701,Gillan House Surgery,,GP,,,,,,,,,,,,,,,,,,
F85703,Lincoln Road Med Practice,,GP,,,,,,,,,,,,,,,,,,
F85705,Js Medical Practice,,GP,,,,,,,,,,,,,,,,,,
F85707,Enfield Island Surgery,,GP,,,,,,,,,,,,,,,,,,
F86001,The Firs,,GP,,,,,,,,,,,,,,,,,,
F86004,Handsworth Medical Practice,,GP,,,,,,,,,,,,,,,,,,
F86005,The Penrhyn Surgery,,GP,,,,,,,,,,,,,,,,,,
F86006,Dr S Phillips and Dr M Patel Practice,,GP,,,,,,,,,,,,,,,,,,
F86007,The Forest Edge Practice,,GP,,,,,,,,,,,,,,,,,,
F86008,Gants Hill Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F86009,The Palms Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F86010,Fullwell Cross Med. Ctr.,,GP,,,,,,,,,,,,,,,,,,
F86011,The Manor Practice,,GP,,,,,,,,,,,,,,,,,,
F86012,Rydal,,GP,,,,,,,,,,,,,,,,,,
F86013,The Broadway Surgery,,GP,,,,,,,,,,,,,,,,,,
F86018,The Ecclesbourne Practice,,GP,,,,,,,,,,,,,,,,,,
F86020,Glebelands Practice,,GP,,,,,,,,,,,,,,,,,,
F86022,Ilford Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F86023,The Evergreen Surgery,,GP,,,,,,,,,,,,,,,,,,
F86025,Oak Tree Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F86026,The Forest Surgery,,GP,,,,,,,,,,,,,,,,,,
F86028,Chadwell Heath Surgery,,GP,,,,,,,,,,,,,,,,,,
F86030,Queens Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F86032,Wanstead Place Surgery,,GP,,,,,,,,,,,,,,,,,,
F86034,"Green Lane, Goodmayes Medical Practice",,GP,,,,,,,,,,,,,,,,,,
F86036,The Allum Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F86038,Sma Medical Practice,,GP,,,,,,,,,,,,,,,,,,
F86040,Dr A Arif,,GP,,,,,,,,,,,,,,,,,,
F86042,Balfour Road Surgery,,GP,,,,,,,,,,,,,,,,,,
F86044,Crawley Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F86045,High Road Surgery,,GP,,,,,,,,,,,,,,,,,,
F86057,The Willows Practice,,GP,,,,,,,,,,,,,,,,,,
F86058,St James Medical Practice Limited,,GP,,,,,,,,,,,,,,,,,,
F86060,Newbury Group Practice,,GP,,,,,,,,,,,,,,,,,,
F86062,Grove Surgery,,GP,,,,,,,,,,,,,,,,,,
F86064,The Elmhurst Practice,,GP,,,,,,,,,,,,,,,,,,
F86066,Southdene Surgery,,GP,,,,,,,,,,,,,,,,,,
F86073,Leyton Green Neighbourhood Hs,,GP,,,,,,,,,,,,,,,,,,
F86074,Leyton Healthcare 4th Floor,,GP,,,,,,,,,,,,,,,,,,
F86078,The Ridgeway Surgery,,GP,,,,,,,,,,,,,,,,,,
F86081,Kenwood Medical,,GP,,,,,,,,,,,,,,,,,,
F86082,Ilford Lane Surgery,,GP,,,,,,,,,,,,,,,,,,
F86083,The Eastern Avenue Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F86085,Hainault Surgery,,GP,,,,,,,,,,,,,,,,,,
F86086,Dr Dhital Practice,,GP,,,,,,,,,,,,,,,,,,
F86087,Goodmayes Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F86088,The Lyndhurst Surgery,,GP,,,,,,,,,,,,,,,,,,
F86607,Addison Road Medical Practice,,GP,,,,,,,,,,,,,,,,,,
F86612,The Fullwell Avenue Surgery,,GP,,,,,,,,,,,,,,,,,,
F86616,The Old Church Surgery,,GP,,,,,,,,,,,,,,,,,,
F86621,Dr Mohammed Green Man Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F86624,The Heathcote Primary Care Centre,,GP,,,,,,,,,,,,,,,,,,
F86625,Langthorne Health Centre,,GP,,,,,,,,,,,,,,,,,,
F86626,Dr Shantir Practice,,GP,,,,,,,,,,,,,,,,,,
F86627,Churchill Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F86637,Seven Kings Practice,,GP,,,,,,,,,,,,,,,,,,
F86638,The Microfaculty,,GP,,,,,,,,,,,,,,,,,,
F86639,Thatched House Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F86641,The Shrubberies Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F86642,Castleton Road Health Centre,,GP,,,,,,,,,,,,,,,,,,
F86644,Waltham Forest Comm & Fam Hth Serv Ltd,,GP,,,,,,,,,,,,,,,,,,
F86650,Lime Tree Surgery,,GP,,,,,,,,,,,,,,,,,,
F86652,The Drive Surgery,,GP,,,,,,,,,,,,,,,,,,
F86657,York Road Surgery,,GP,,,,,,,,,,,,,,,,,,
F86658,Queen Mary Practice,,GP,,,,,,,,,,,,,,,,,,
F86664,Larkshall Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F86666,Harrow Road GP Centre,,GP,,,,,,,,,,,,,,,,,,
F86679,Higham Hill Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F86689,The Bailey Practice,,GP,,,,,,,,,,,,,,,,,,
F86691,Clayhall Clinic,,GP,,,,,,,,,,,,,,,,,,
F86692,Mathukia's Surgery,,GP,,,,,,,,,,,,,,,,,,
F86696,Francis Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F86698,Cranbrook Surgery,,GP,,,,,,,,,,,,,,,,,,
F86700,Kings Head Medical Practice,,GP,,,,,,,,,,,,,,,,,,
F86701,Kiyani Medical Practice,,GP,,,,,,,,,,,,,,,,,,
F86702,St Clement's Surgery,,GP,,,,,,,,,,,,,,,,,,
F86703,The Redbridge Surgery,,GP,,,,,,,,,,,,,,,,,,
F86704,Paulz Surgery,,GP,,,,,,,,,,,,,,,,,,
F86705,Langthorne Sharma Family Practice,,GP,,,,,,,,,,,,,,,,,,
F86707,Fence Piece Road Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F86708,Claremont Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F86712,Hampton Medical Centre,,GP,,,,,,,,,,,,,,,,,,
F86731,Aldersbrook Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G81001,Hove Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G81002,Grove Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G81003,The Lighthouse Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G81004,Downlands Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G81006,Ardingly Court Surgery,,GP,,,,,,,,,,,,,,,,,,
G81007,Mid Downs Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G81008,Stone Cross Surgery,,GP,,,,,,,,,,,,,,,,,,
G81011,St.Peter's Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G81012,Bridgeside Surgery,,GP,,,,,,,,,,,,,,,,,,
G81014,Carden Surgery,,GP,,,,,,,,,,,,,,,,,,
G81016,Quayside Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G81017,Seaside Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G81018,Preston Park Surgery,,GP,,,,,,,,,,,,,,,,,,
G81019,Beacon Surgery,,GP,,,,,,,,,,,,,,,,,,
G81021,School Hill Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G81022,Sovereign Practice,,GP,,,,,,,,,,,,,,,,,,
G81023,Martins Oak Surgery,,GP,,,,,,,,,,,,,,,,,,
G81024,Ashdown Forest Health Centre,,GP,,,,,,,,,,,,,,,,,,
G81025,Pebsham Surgery,,GP,,,,,,,,,,,,,,,,,,
G81026,Warrior Square Surgery,,GP,,,,,,,,,,,,,,,,,,
G81027,Bolton Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G81028,Park Crescent Health Centre,,GP,,,,,,,,,,,,,,,,,,
G81029,Seaford Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G81030,Belmont Surgery,,GP,,,,,,,,,,,,,,,,,,
G81031,Harold Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G81032,Green Street Clinic,,GP,,,,,,,,,,,,,,,,,,
G81033,Silver Springs Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G81034,Charter Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G81035,River Lodge Surgery,,GP,,,,,,,,,,,,,,,,,,
G81036,Warmdene Surgery,,GP,,,,,,,,,,,,,,,,,,
G81037,The Meads Surgery,,GP,,,,,,,,,,,,,,,,,,
G81038,Stanford Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G81039,Little Common Surgery,,GP,,,,,,,,,,,,,,,,,,
G81040,Woodhill Surgery,,GP,,,,,,,,,,,,,,,,,,
G81041,Sidley Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G81042,Beaconsfield Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G81043,Rotherfield Surgery,,GP,,,,,,,,,,,,,,,,,,
G81044,Montpelier Surgery,,GP,,,,,,,,,,,,,,,,,,
G81045,St. andrews Surgery,,GP,,,,,,,,,,,,,,,,,,
G81046,Portslade Health Centre,,GP,,,,,,,,,,,,,,,,,,
G81047,Seven Dials Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G81048,Carisbrooke Surgery,,GP,,,,,,,,,,,,,,,,,,
G81049,Manor Park Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G81050,Arlington Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G81051,Rye Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G81052,Fairfield Surgery,,GP,,,,,,,,,,,,,,,,,,
G81053,Rowe Avenue Surgery,,GP,,,,,,,,,,,,,,,,,,
G81054,Pavilion Surgery,,GP,,,,,,,,,,,,,,,,,,
G81055,Saxonbury House Surgery,,GP,,,,,,,,,,,,,,,,,,
G81056,Enys Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G81057,Sedlescombe & Westfield Surgeries,,GP,,,,,,,,,,,,,,,,,,
G81059,Hailsham Medical Group,,GP,,,,,,,,,,,,,,,,,,
G81061,Chapel Street Surgery,,GP,,,,,,,,,,,,,,,,,,
G81065,Woodingdean Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G81070,Trinity Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G81071,University Of Sussex Health Centre,,GP,,,,,,,,,,,,,,,,,,
G81073,Mile Oak Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G81074,High Glades Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G81075,The Avenue Surgery,,GP,,,,,,,,,,,,,,,,,,
G81076,Saltdean and Rottingdean Med Practice,,GP,,,,,,,,,,,,,,,,,,
G81077,Collington Surgery,,GP,,,,,,,,,,,,,,,,,,
G81082,Oldwood Surgery,,GP,,,,,,,,,,,,,,,,,,
G81083,Wish Park Surgery,,GP,,,,,,,,,,,,,,,,,,
G81084,Beaconsfield Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G81085,Ferry Road Health Centre,,GP,,,,,,,,,,,,,,,,,,
G81086,Bird-In-Eye Surgery,,GP,,,,,,,,,,,,,,,,,,
G81087,Northiam Surgery,,GP,,,,,,,,,,,,,,,,,,
G81088,Heathfield Surgery,,GP,,,,,,,,,,,,,,,,,,
G81089,South Saxon House Surgery,,GP,,,,,,,,,,,,,,,,,,
G81090,Albion Street Surgery,,GP,,,,,,,,,,,,,,,,,,
G81094,Hove Park Villas Surgery,,GP,,,,,,,,,,,,,,,,,,
G81095,Hastings Old Town Surgery,,GP,,,,,,,,,,,,,,,,,,
G81096,Sedlescombe House,,GP,,,,,,,,,,,,,,,,,,
G81097,Manor Oak Surgery,,GP,,,,,,,,,,,,,,,,,,
G81098,The Quintin Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G81099,Old School Surgery,,GP,,,,,,,,,,,,,,,,,,
G81100,Meridian Surgery,,GP,,,,,,,,,,,,,,,,,,
G81102,Buxted Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G81103,North Laine Medical Centre,,GP,,,,,,,,,,,,,,,,,,
G81104,Park Practice,,GP,,,,,,,,,,,,,,,,,,
G81105,Churchwood Medical Practice,,GP,,,,,,,,,,,,,,,,,,
G81613,School House Surgery,,GP,,,,,,,,,,,,,,,,,,
G81614,Groombridge and Hartfield Med Grp,,GP,,,,,,,,,,,,,,,,,,
G81634,Herstmonceux Integrative Health Centre,,GP,,,,,,,,,,,,,,,,,,
G81638,Brighton Health and Wellbeing Centre,,GP,,,,,,,,,,,,,,,,,,
G81641,Priory Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G81646,The Haven Practice,,GP,,,,,,,,,,,,,,,,,,
G81656,Regency Surgery,,GP,,,,,,,,,,,,,,,,,,
G81658,The Station Practice,,GP,,,,,,,,,,,,,,,,,,
G81663,Links Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G81667,St Luke's Surgery,,GP,,,,,,,,,,,,,,,,,,
G81669,Broadway Surgery,,GP,,,,,,,,,,,,,,,,,,
G81680,Benfield Valley Healthcare Hub,,GP,,,,,,,,,,,,,,,,,,
G81684,Matlock Road Surgery,,GP,,,,,,,,,,,,,,,,,,
G81689,Arch Health Cic,,GP,,,,,,,,,,,,,,,,,,
G81694,Ship Street Surgery,,GP,,,,,,,,,,,,,,,,,,
G82002,St James' Surgery,,GP,,,,,,,,,,,,,,,,,,
G82006,Dartford East Health Centre,,GP,,,,,,,,,,,,,,,,,,
G82007,Church Lane Health Centre,,GP,,,,,,,,,,,,,,,,,,
