Address,Postcode,Type,Status,Source,lat,long,Description
69 BINLEY ROAD CV3 1HU,CV3 1HU,Commercial - Retail - Fast food outlets / takeaways (hot and cold),,LLPG-BLPU-20200709,52.406377,-1.477831,
59 HERTFORD STREET CV1 1LB,CV1 1LB,Commercial - Retail - Banks/financial services,,LLPG-BLPU-20200709,52.406834,-1.510983,
45-46 HERTFORD STREET CV1 1LF,CV1 1LF,Commercial - Retail - Banks/financial services,,LLPG-BLPU-20200709,52.406837,-1.511585,
134  STOKE PARK SERVICE STATION BINLEY ROAD CV3 1HB,CV3 1HB,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.406374,-1.475112,
48 HERTFORD STREET CV1 1LF,CV1 1LF,Commercial - Retail - Banks/financial services,,LLPG-BLPU-20200709,52.406837,-1.511585,
51 HERTFORD STREET CV1 1LB,CV1 1LB,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.406834,-1.510983,
8A  SUBWAY BULL YARD CV1 1LH,CV1 1LH,Commercial - Retail - Fast food outlets / takeaways (hot and cold),,LLPG-BLPU-20200709,52.406124,-1.513166,
7 SHELTON SQUARE CV1 1DG,CV1 1DG,Commercial - Retail - Fast food outlets / takeaways (hot and cold),,LLPG-BLPU-20200709,52.40618,-1.513695,
SHAKLETON ROAD GARAGE SHAKLETON ROAD CV5 6HT,CV5 6HT,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.406456,-1.528582,
6 WARWICK ROW CV1 1EE,CV1 1EE,Commercial - Retail - Banks/financial services,,LLPG-BLPU-20200709,52.405505,-1.513423,
BANK OF SCOTLAND 2 GREYFRIARS ROAD CV1 3RA,CV1 3RA,Commercial - Retail - Banks/financial services,,LLPG-BLPU-20200709,52.405254,-1.515748,
149-151 NEW UNION STREET CV1 2RP,CV1 2RP,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.405182,-1.511471,
34-40 NEW UNION STREET CV1 2HN,CV1 2HN,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.405029,-1.509553,
109  CASTLES LETTING NEW UNION STREET CV1 2NT,CV1 2NT,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.405088,-1.510919,
20 NEW UNION STREET CV1 2HN,CV1 2HN,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.405029,-1.509553,
14  BANSAL HOUSE WARWICK ROW CV1 1EX,CV1 1EX,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.405163,-1.513697,
GROUND FLOOR 121-123 NEW UNION STREET CV1 2NT,CV1 2NT,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.405088,-1.510919,
15-17 WARWICK ROW CV1 1EX,CV1 1EX,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.405163,-1.513697,
1 MANOR TERRACE FRIARS ROAD CV1 2NU,CV1 2NU,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.404683,-1.510404,
4 MANOR TERRACE FRIARS ROAD CV1 2NU,CV1 2NU,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.404683,-1.510404,
23 WARWICK ROW CV1 1EY,CV1 1EY,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.404469,-1.515095,
339 TILE HILL LANE CV4 9DU,CV4 9DU,Commercial - Retail - Other Licensed Premise / Vendor,,LLPG-BLPU-20200709,52.403668,-1.563345,
351 TILE HILL LANE CV4 9DU,CV4 9DU,Commercial - Retail - Banks/financial services,,LLPG-BLPU-20200709,52.403668,-1.563345,
CITROEN CAR SHOWROOM HERALD AVENUE CV5 6UB,CV5 6UB,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.403256,-1.55239,
110 EASTCOTES CV4 9AS,CV4 9AS,Commercial - Retail - Other Licensed Premise / Vendor,,LLPG-BLPU-20200709,52.40006,-1.562749,
165 ALBANY ROAD CV5 6NE,CV5 6NE,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.40053,-1.528205,
167-169 ALBANY ROAD CV5 6NE,CV5 6NE,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.40053,-1.528205,
715 TILE HILL LANE CV4 9HU,CV4 9HU,Commercial - Retail - Other Licensed Premise / Vendor,,LLPG-BLPU-20200709,52.400632,-1.594343,
719 TILE HILL SERVICE STATION TILE HILL LANE CV4 9HU,CV4 9HU,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.400632,-1.594343,
55 TANNERS LANE CV4 9HX,CV4 9HX,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.400645,-1.599037,
24-26 EARLSDON STREET CV5 6EJ,CV5 6EJ,Commercial - Retail - Banks/financial services,,LLPG-BLPU-20200709,52.398679,-1.533045,
CROMWELL GARAGE LTD 217 TORRINGTON AVENUE CV4 9HN,CV4 9HN,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.397446,-1.581033,
217 TORRINGTON AVENUE CV4 9AP,CV4 9AP,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.398079,-1.569549,
HAND CAR WASH 341 HOLBROOK LANE CV6 4DG,CV6 4DG,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.444867,-1.509988,
CRAFTSMAN HAND CAR WASH BEAKE AVENUE CV6 2HT,CV6 2HT,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.443263,-1.522217,
150 JUBILEE CRESCENT CV6 3ES,CV6 3ES,Commercial - Retail - Other Licensed Premise / Vendor,,LLPG-BLPU-20200709,52.430107,-1.516902,
24A WARWICK ROW CV1 1EY,CV1 1EY,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.404469,-1.515095,
BAGUETTE EXPRESS  ORCHARD LINK UPPER PRECINCT CV1 1QT,CV1 1QT,Commercial - Retail - Fast food outlets / takeaways (hot and cold),,LLPG-BLPU-20200709,52.408742,-1.511835,
185 DAVENTRY ROAD CV3 5HF,CV3 5HF,Commercial - Retail - Other Licensed Premise / Vendor,,LLPG-BLPU-20200709,52.394466,-1.505021,
155 DAVENTRY ROAD CV3 5HD,CV3 5HD,Commercial - Retail - Banks/financial services,,LLPG-BLPU-20200709,52.394488,-1.506451,
145-147 DAVENTRY ROAD CV3 5HD,CV3 5HD,Commercial - Retail - Banks/financial services,,LLPG-BLPU-20200709,52.394488,-1.506451,
133-135 DAVENTRY ROAD CV3 5HD,CV3 5HD,Commercial - Retail - Banks/financial services,,LLPG-BLPU-20200709,52.394488,-1.506451,
ALLEN FORD CAR SHOWROOM LONDON ROAD CV3 4AA,CV3 4AA,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.395917,-1.495217,
14 QUORN WAY CV3 2JU,CV3 2JU,Commercial - Retail - Fast food outlets / takeaways (hot and cold),,LLPG-BLPU-20200709,52.394101,-1.454751,
UNIT 1D  WARWICKSHIRE SHOPPING PARK KYNNER WAY CV3 2SB,CV3 2SB,Commercial - Retail - Fast food outlets / takeaways (hot and cold),,LLPG-BLPU-20200709,52.397704,-1.433343,
UNIT 1A  WARWICKSHIRE SHOPPING PARK KYNNER WAY CV3 2SB,CV3 2SB,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.397704,-1.433343,
OAK TREE GARAGES LTD OAK TREE ROAD CV3 2RR,CV3 2RR,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.390788,-1.438442,
CANLEY FORD SERVICE STATION FLETCHAMSTEAD HIGHWAY CV4 7BB,CV4 7BB,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.392037,-1.549544,
3-5 SHELTON SQUARE CV1 1DG,CV1 1DG,Commercial - Retail - Other Licensed Premise / Vendor,,LLPG-BLPU-20200709,52.40618,-1.513695,
104 REMEMBRANCE ROAD CV3 3DP,CV3 3DP,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.388988,-1.463131,
113  INTERNATIONAL RACING WHEELWRIGHT LANE CV6 4HN,CV6 4HN,Commercial - Retail - Other Licensed Premise / Vendor,,LLPG-BLPU-20200709,52.448874,-1.511371,
LADBROKE RACING LTD ROBIN HOOD ROAD CV3 3BB,CV3 3BB,Commercial - Retail - Other Licensed Premise / Vendor,,LLPG-BLPU-20200709,52.387224,-1.462829,
TEXACO BLACK PRINCE AVENUE CV3 5JE,CV3 5JE,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.387494,-1.497531,
TESCO PETROL FILLING STATION CANNON PARK CENTRE LYNCHGATE ROAD CV4 7EX,CV4 7EX,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.385942,-1.55444,
PETROL FILLING STATION 497 BEAKE AVENUE CV6 2HT,CV6 2HT,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.443263,-1.522217,
ROYAL BANK OF SCOTLAND PLC 15  SUN ALLIANCE HOUSE LITTLE PARK STREET CV1 2RN,CV1 2RN,Commercial - Retail - Banks/financial services,,LLPG-BLPU-20200709,52.406322,-1.508901,
164-168 QUINTON PARK CV3 5HZ,CV3 5HZ,Commercial - Retail - Other Licensed Premise / Vendor,,LLPG-BLPU-20200709,52.390705,-1.504225,
24 BROADGATE CV1 1NE,CV1 1NE,Commercial - Retail - Banks/financial services,,LLPG-BLPU-20200709,52.407578,-1.510475,
SOVEREIGN CAR SALES DURBAR AVENUE CV6 5QF,CV6 5QF,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.433742,-1.502463,
2-4 IRONMONGER ROW CV1 1FD,CV1 1FD,Commercial - Retail - Other Licensed Premise / Vendor,,LLPG-BLPU-20200709,52.409126,-1.510913,
HILLFIELDS PETROL FILLING STATION HARNALL LANE EAST CV1 5AY,CV1 5AY,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.415357,-1.491716,
209 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
208 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
207 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
205 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
204 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
203 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
202 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
PETROL FILLING STATION ASDA SHOPPING CENTRE BRADE DRIVE CV2 2BL,CV2 2BL,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.424694,-1.435506,
WORKSHOP 84-86 HEATH ROAD MOTORS LTD LONDON ROAD CV1 2JT,CV1 2JT,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.402772,-1.50065,
127 RADFORD ROAD CV6 3BQ,CV6 3BQ,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.420848,-1.5194,
5 NEW UNION STREET CV1 2HN,CV1 2HN,Commercial - Retail - Retail Service Agent,,LLPG-BLPU-20200709,52.405029,-1.509553,
SAINSBURY PETROL FILLING STATION AUSTIN DRIVE CV6 7NS,CV6 7NS,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.427929,-1.48438,
201 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
200 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
199 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
198 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
197 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
196 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
195 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
194 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
193 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
192 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
191 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
190 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
189 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
188 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
187 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
186 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
185 COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
BP RUGBY ROAD CONNECT WILLENHALL LANE CV3 2EA,CV3 2EA,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.397774,-1.442434,
524 LONDON ROAD CV3 4EW,CV3 4EW,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.379884,-1.467918,
NATWEST BANK UNIVERSITY OF WARWICK GIBBET HILL ROAD CV4 7AL,CV4 7AL,Commercial - Retail - Banks/financial services,,LLPG-BLPU-20200709,52.38581,-1.564814,
BP STONEBRIDGE FILLING STATION STONEBRIDGE HIGHWAY CV3 6RQ,CV3 6RQ,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.379037,-1.515344,
BARCLAYS BANK UNIVERSITY OF WARWICK GIBBET HILL ROAD CV4 7AL,CV4 7AL,Commercial - Retail - Banks/financial services,,LLPG-BLPU-20200709,52.38581,-1.564814,
HSBC BANK UNIVERSITY OF WARWICK GIBBET HILL ROAD CV4 7AJ,CV4 7AJ,Commercial - Retail - Banks/financial services,,LLPG-BLPU-20200709,52.373502,-1.553144,
721A  SOUTHBOUND SERVICE STATION LONDON ROAD CV3 4EX,CV3 4EX,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.378151,-1.464378,
COVENTRY RETAIL MARKET QUEEN VICTORIA ROAD CV1 3HT,CV1 3HT,Commercial - Retail - Markets (indoor and outdoor),,LLPG-BLPU-20200709,52.406991,-1.514382,
ESSO SERVICE STATION BIRMINGHAM ROAD CV5 9RG,CV5 9RG,Commercial - Retail - Petrol Filling stations,,LLPG-BLPU-20200709,52.434173,-1.604685,
SIDNEY STRINGER PRIMARY ACADEMY BATH STREET CV1 5GU,CV1 5GU,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.414014,-1.501567,
HOLY FAMILY CATHOLIC PRIMARY SCHOOL PENNY PARK LANE CV6 2GU,CV6 2GU,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.444659,-1.524953,
JOHN SHELTON COMMUNITY PRIMARY SCHOOL BRISCOE ROAD CV6 4JP,CV6 4JP,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.448721,-1.507362,
PARKGATE PRIMARY SCHOOL PARKGATE ROAD CV6 4GF,CV6 4GF,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.445485,-1.515969,
ALDERMANS GREEN COMMUNITY PRIMARY SCHOOL ALDERMANS GREEN ROAD CV2 1PP,CV2 1PP,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.445733,-1.473064,
GRANGEHURST PRIMARY SCHOOL ANDERTON ROAD CV6 6JN,CV6 6JN,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.451869,-1.474035,
POTTERS GREEN PRIMARY SCHOOL RINGWOOD HIGHWAY CV2 2GF,CV2 2GF,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.440053,-1.451668,
HOLBROOK COMMUNITY PRIMARY SCHOOL GATESIDE ROAD CV6 6FR,CV6 6FR,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.439912,-1.496833,
WHITMORE PARK PRIMARY SCHOOL HALFORD LANE CV6 2HG,CV6 2HG,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.438572,-1.52721,
KERESLEY GRANGE PRIMARY SCHOOL WASTE LANE CV6 2EH,CV6 2EH,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.437747,-1.534727,
ST PATRICKS CATHOLIC PRIMARY SCHOOL DEEDMORE ROAD CV2 1EQ,CV2 1EQ,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.438195,-1.45809,
LITTLE HEATH PRIMARY SCHOOL SPRING ROAD CV6 7FN,CV6 7FN,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.435067,-1.488606,
GOOD SHEPHERD CATHOLIC PRIMARY SCHOOL SPRING ROAD CV6 7FN,CV6 7FN,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.435067,-1.488606,
SEVA SCHOOL EDEN ROAD CV2 2TB,CV2 2TB,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.434445,-1.436727,
EDGEWICK COMMUNITY PRIMARY SCHOOL CROSS ROAD CV6 5GP,CV6 5GP,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.432029,-1.494907,
WHITTLE ACADEMY NARBERTH WAY CV2 2LH,CV2 2LH,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.431438,-1.443348,
ST AUGUSTINES CATHOLIC PRIMARY SCHOOL HEATHCOTE STREET CV6 3BL,CV6 3BL,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.427323,-1.524748,
JOSEPH CASH PRIMARY SCHOOL OWENFORD ROAD CV6 3FS,CV6 3FS,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.429668,-1.510759,
HOLLYFAST PRIMARY SCHOOL HOLLYFAST ROAD CV6 2AH,CV6 2AH,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.429685,-1.542312,
HILL FARM PRIMARY SCHOOL FOSTER ROAD CV6 3BL,CV6 3BL,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.427323,-1.524748,
SAINTS PETER AND PAUL CATHOLIC PRIMARY SCHOOL ARKLE DRIVE CV2 2EF,CV2 2EF,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.42655,-1.445894,
ALLESLEY PRIMARY SCHOOL ANTRIM CLOSE CV5 9FY,CV5 9FY,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.427381,-1.567464,
WALSGRAVE CHURCH OF ENGLAND PRIMARY SCHOOL SCHOOL HOUSE LANE CV2 2BA,CV2 2BA,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.423718,-1.442033,
STANTON BRIDGE PRIMARY SCHOOL OLIVER STREET CV6 5TY,CV6 5TY,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.424936,-1.488724,
THREE SPIRES PRIMARY SCHOOL KINGSBURY ROAD CV6 1PJ,CV6 1PJ,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.422833,-1.546186,
BROAD HEATH COMMUNITY PRIMARY SCHOOL HANFORD CLOSE CV6 5DP,CV6 5DP,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.424296,-1.49679,
STOKE HEATH PRIMARY SCHOOL HEATH CRESCENT CV2 4PR,CV2 4PR,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.421001,-1.483064,
ST JOHN FISHER CATHOLIC PRIMARY SCHOOL KINETON ROAD CV2 3NR,CV2 3NR,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.421417,-1.465413,
25 WYKEN EXTENDED LEARNING CENTRE TIVERTON ROAD CV2 3DN,CV2 3DN,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.41984,-1.464521,
WYKEN CROFT PRIMARY SCHOOL WYKEN CROFT CV2 3AA,CV2 3AA,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.419692,-1.457912,
FORMER TIVERTON PRIMARY SCHOOL ROWINGTON CLOSE CV6 1PS,CV6 1PS,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.421321,-1.548055,
RADFORD PRIMARY SCHOOL LAWRENCE SAUNDERS ROAD CV6 1HD,CV6 1HD,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.420225,-1.520981,
JOHN GULSON PRIMARY SCHOOL GEORGE STREET CV1 4HB,CV1 4HB,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.418919,-1.500762,
PEARL HYDE PRIMARY SCHOOL DORCHESTER WAY CV2 2NB,CV2 2NB,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.416136,-1.439467,
EASTERN GREEN JUNIOR SCHOOL SUTTON AVENUE CV5 7EG,CV5 7EG,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.41729,-1.596823,
FREDERICK BIRD PRIMARY SCHOOL SWAN LANE CV2 4QQ,CV2 4QQ,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.415961,-1.490107,
PARK HILL PRIMARY SCHOOL LOWER EASTERN GREEN LANE CV5 7LR,CV5 7LR,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.416026,-1.574897,
MOSELEY PRIMARY SCHOOL MOSELEY AVENUE CV6 1AB,CV6 1AB,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.415948,-1.528202,
ALLESLEY HALL PRIMARY SCHOOL WINSFORD AVENUE CV5 9NG,CV5 9NG,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.417019,-1.564013,
BABLAKE SCHOOL COUNDON ROAD CV1 4AU,CV1 4AU,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.413951,-1.521225,
BABLAKE JUNIOR SCHOOL COUNDON ROAD CV1 4AU,CV1 4AU,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.413951,-1.521225,
STOKE PRIMARY SCHOOL BRITON ROAD CV2 4LF,CV2 4LF,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.412693,-1.480794,
ST CHRISTOPHERS PRIMARY SCHOOL ALLESLEY OLD ROAD CV5 9JG,CV5 9JG,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.413116,-1.553534,
ST JOHNS CHURCH OF ENGLAND PRIMARY SCHOOL WINSFORD AVENUE CV5 9HZ,CV5 9HZ,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.413915,-1.560436,
RAVENSDALE PRIMARY SCHOOL RAVENSDALE ROAD CV2 5GQ,CV2 5GQ,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.411831,-1.464794,
MOUNT NOD PRIMARY SCHOOL GREENLEAF CLOSE CV5 7BG,CV5 7BG,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.412256,-1.57386,
WHOBERLEY HALL PRIMARY SCHOOL OVERDALE ROAD CV5 8AJ,CV5 8AJ,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.409953,-1.553919,
SOUTHFIELDS PRIMARY SCHOOL EAST STREET CV1 5LS,CV1 5LS,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.409998,-1.495747,
LIMBRICK WOOD PRIMARY SCHOOL BUSH CLOSE CV4 9QT,CV4 9QT,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.410181,-1.579349,
ST JOHN VIANNEY CATHOLIC PRIMARY SCHOOL MOUNT NOD WAY CV5 7GX,CV5 7GX,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.40931,-1.564921,
SACRED HEART CATHOLIC PRIMARY SCHOOL BRAYS LANE CV2 4DW,CV2 4DW,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.409642,-1.48008,
RICHARD LEE PRIMARY SCHOOL THE DRIVE CV2 5FU,CV2 5FU,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.409384,-1.458597,
SPON GATE PRIMARY SCHOOL UPPER SPON STREET CV1 3BQ,CV1 3BQ,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.408572,-1.522709,
SAINT GREGORYS CATHOLIC PRIMARY SCHOOL HARRY ROSE ROAD CV2 5AT,CV2 5AT,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.409643,-1.454265,
CLIFFORD BRIDGE PRIMARY SCHOOL COOMBE PARK ROAD CV3 2PD,CV3 2PD,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.407562,-1.443692,
GOSFORD PARK PRIMARY SCHOOL HUMBER AVENUE CV1 2SF,CV1 2SF,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.404128,-1.489969,
HEARSALL COMMUNITY PRIMARY SCHOOL KINGSTON ROAD CV5 6LR,CV5 6LR,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.404558,-1.530572,
ALL SAINTS CHURCH OF ENGLAND PRIMARY SCHOOL STRATHMORE AVENUE CV1 2AF,CV1 2AF,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.40214,-1.497777,
EARLSDON PRIMARY SCHOOL EARLSDON AVENUE NORTH CV5 6FZ,CV5 6FZ,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.400973,-1.530963,
TEMPLARS PRIMARY SCHOOL TEMPLAR AVENUE CV4 9DA,CV4 9DA,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.400529,-1.572827,
ERNESFORD GRANGE PRIMARY SCHOOL FOXTON ROAD CV3 2HN,CV3 2HN,Commercial - Education - Primary,,LLPG-BLPU-20200709,52.399878,-1.452019,
