Metric Type Identifier,Measurement Unit,Measurement Unit (Short Label),MetricTypeKey,Source,Hyperlink,Theme,Subcategory,MetricTypes_Key,Metric Type (Short Label),Metric Type
12020,"ratio per 1,000","per 1,000",12020-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12020,Unspecified,Unspecified,8045,"Domestic abuse rate per 1,000 population aged over 16 (historic method) - 12020","Domestic abuse rate per 1,000 population over 16 (historic method) - 12020"
12021,"ratio per 1,000","per 1,000",12021-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12021,Unspecified,Unspecified,8046,"Domestic abuse rate per 1,000 population aged over 16 - 12021","Domestic abuse rate per 1,000 population over 16 - 12021"
12022,"admissions per 100,000 people","admissions per 100,000 people",12022-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12022,Unspecified,Unspecified,8047,"Hospital admissions for violence (including sexual violence) per 100,000 population - 12022","Hospital admissions for violence (including sexual violence) per 100,000 population - 12022"
12023,"admissions per 100,000 people","admissions per 100,000 people",12023-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12023,Unspecified,Unspecified,8048,"Hospital admissions for violence (including sexual violence) per 100,000 population - male - 12023","Hospital admissions for violence (including sexual violence) per 100,000 population (male) - 12023"
12024,"admissions per 100,000 people","admissions per 100,000 people",12024-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12024,Unspecified,Unspecified,8049,"Hospital admissions for violence (including sexual violence) per 100,000 population - female - 12024","Hospital admissions for violence (including sexual violence) per 100,000 population (female) - 12024"
12028,"ratio per 1,000","per 1,000",12028-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12028,Unspecified,Unspecified,8053,"Noise complaints per 1,000 population - 12028","Rate of complaints about noise per 1,000 population - 12028"
12038,"admissions per 10,000 children and young people","admissions per 10,000 children and young people",12038-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12038,Unspecified,Unspecified,8062,"Rate of hospital admissions caused by unintentional and deliberate injuries in children (aged 0-14 years) per 10,000 children (aged 0-14 years) - male - 12038","Hospital admissions caused by unintentional and deliberate injuries in children (aged 0-14 years) per 10,000 children (aged 0-14 years) (male) - 12038"
12039,"admissions per 10,000 children and young people","admissions per 10,000 children and young people",12039-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12039,Unspecified,Unspecified,8063,"Rate of hospital admissions caused by unintentional and deliberate injuries in children (aged 0-14 years) per 10,000 children (aged 0-14 years) - female - 12039","Hospital admissions caused by unintentional and deliberate injuries in children (aged 0-14 years) per 10,000 children (aged 0-14 years) (female) - 12039"
12041,"admissions per 10,000 children and young people","admissions per 10,000 children and young people",12041-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12041,Unspecified,Unspecified,8064,"Rate of hospital admissions caused by unintentional and deliberate injuries in children (aged 0-4 years) per 10,000 children (aged 0-4 years) - male - 12041","Hospital admissions caused by unintentional and deliberate injuries in children (aged 0-4 years) per 10,000 children (aged 0-14 years) (male) - 12041"
12042,"admissions per 10,000 children and young people","admissions per 10,000 children and young people",12042-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12042,Unspecified,Unspecified,8065,"Rate of hospital admissions caused by unintentional and deliberate injuries in children (aged 0-4 years) per 10,000 children (aged 0-4 years) - female - 12042","Hospital admissions caused by unintentional and deliberate injuries in children (aged 0-4 years) per 10,000 children (aged 0-14 years) (female) - 12042"
12044,"admissions per 10,000 children and young people","admissions per 10,000 children and young people",12044-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12044,Unspecified,Unspecified,8066,"Rate of hospital admissions caused by unintentional and deliberate injuries in young people (aged 15-24 years) per 10,000 children (aged 15-24 years) - male - 12044","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15-24 years) per 10,000 children (aged 15-24 years)(male) - 12044"
12045,"admissions per 10,000 children and young people","admissions per 10,000 children and young people",12045-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12045,Unspecified,Unspecified,8067,"Rate of hospital admissions caused by unintentional and deliberate injuries in young people (aged 15-24 years) per 10,000 children (aged 15-24 years) - female - 12045","Hospital admissions caused by unintentional and deliberate injuries in young people (aged 15-24 years) per 10,000 children (aged 15-24 years)(female) - 12045"
12046,"admissions per 100,000 people","admissions per 100,000 people",12046-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12046,Unspecified,Unspecified,8068,"Emergency Hospital Admissions for Intentional Self-Harm per 100,000 population - 12046","Emergency Hospital Admissions for Intentional Self-Harm per 100,000 population - 12046"
12047,"admissions per 100,000 people","admissions per 100,000 people",12047-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12047,Unspecified,Unspecified,8069,"Emergency Hospital Admissions for Intentional Self-Harm per 100,000 population - male - 12047","Emergency Hospital Admissions for Intentional Self-Harm per 100,000 population (male) - 12047"
12048,"admissions per 100,000 people","admissions per 100,000 people",12048-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12048,Unspecified,Unspecified,8070,"Emergency Hospital Admissions for Intentional Self-Harm per 100,000 population - female - 12048","Emergency Hospital Admissions for Intentional Self-Harm per 100,000 population (female) - 12048"
12169,"admissions per 100,000 people","admissions per 100,000 people",12169-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12169,Unspecified,Unspecified,8155,"Hip fractures in people aged 65-79 (per 100,000 aged 65-79) - 12169","Hip fractures in people aged 65-79 per 100,000 people aged 65-79 - 12169"
12170,"admissions per 100,000 people","admissions per 100,000 people",12170-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12170,Unspecified,Unspecified,8156,"Hip fractures in people aged 65-79 (per 100,000 aged 65-79) - male - 12170","Hip fractures in people aged 65-79 per 100,000 people aged 65-79 (male) - 12170"
12171,"admissions per 100,000 people","admissions per 100,000 people",12171-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12171,Unspecified,Unspecified,8157,"Hip fractures in people aged 65-79 (per 100,000 aged 65-79) - female - 12171","Hip fractures in people aged 65-79 per 100,000 people aged 65-79 (female) - 12171"
12172,"admissions per 100,000 people","admissions per 100,000 people",12172-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12172,Unspecified,Unspecified,8158,"Hip fractures in people aged 80+ (per 100,000 aged 80+) - 12172","Hip fractures in people aged 80+ per 100,000 people aged 80+ - 12172"
12173,"admissions per 100,000 people","admissions per 100,000 people",12173-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12173,Unspecified,Unspecified,8159,"Hip fractures in people aged 80+ (per 100,000 aged 80+) - male - 12173","Hip fractures in people aged 80+ per 100,000 people aged 80+ (male) - 12173"
12174,"admissions per 100,000 people","admissions per 100,000 people",12174-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12174,Unspecified,Unspecified,8160,"Hip fractures in people aged 80+ (per 100,000 aged 80+) - female - 12174","Hip fractures in people aged 80+ per 100,000 people aged 80+ (female) - 12174"
12195,"admissions per 100,000 people","admissions per 100,000 people",12195-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12195,Unspecified,Unspecified,8173,"Emergency hospital admissions due to falls in people aged 65 and over (per 100,000 aged 65+) - 12195","Emergency hospital admissions due to falls in people aged 65 and over per 100,000 aged 65 and over - 12195"
12196,"admissions per 100,000 people","admissions per 100,000 people",12196-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12196,Unspecified,Unspecified,8174,"Emergency hospital admissions due to falls in people aged 65 and over (per 100,000 aged 65+) - male - 12196","Emergency hospital admissions due to falls in people aged 65 and over per 100,000 aged 65 and over (male) - 12196"
12197,"admissions per 100,000 people","admissions per 100,000 people",12197-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12197,Unspecified,Unspecified,8175,"Emergency hospital admissions due to falls in people aged 65 and over (per 100,000 aged 65+) - female - 12197","Emergency hospital admissions due to falls in people aged 65 and over per 100,000 aged 65 and over (female) - 12197"
12198,"admissions per 100,000 people","admissions per 100,000 people",12198-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12198,Unspecified,Unspecified,8176,"Hip fractures in people aged 65 and over (per 100,000 aged 65+) - 12198","Hip fractures in people aged 65 and over per 100,00 people aged 65 and over - 12198"
12199,"admissions per 100,000 people","admissions per 100,000 people",12199-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12199,Unspecified,Unspecified,8177,"Hip fractures in people aged 65 and over (per 100,000 aged 65+) - male - 12199","Hip fractures in people aged 65 and over per 100,00 people aged 65 and over (male) - 12199"
12200,"admissions per 100,000 people","admissions per 100,000 people",12200-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12200,Unspecified,Unspecified,8178,"Hip fractures in people aged 65 and over (per 100,000 aged 65+) - female - 12200","Hip fractures in people aged 65 and over per 100,00 people aged 65 and over (female) - 12200"
12302,"ratio per 1,000","per 1,000",12302-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12302,Unspecified,Unspecified,8255,"Clients aged 65+ receiving long term support per 1,000 adults, aged 65+ - 12302","Clients receiving long term support aged 65 and over, per 1,000 adults aged 65 and over - 12302"
12303,"ratio per 1,000","per 1,000",12303-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12303,Unspecified,Unspecified,8256,"Requests for support from new clients per 1,000 adults aged 18-64 - 12303","Requests for support from new clients aged 18 to 64, per 1,000 adults aged 18 to 64 - 12303"
12304,"ratio per 1,000","per 1,000",12304-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12304,Unspecified,Unspecified,8257,"Requests for support from new clients per 1,000 adults, aged 65+ - 12304","Requests for support from new clients aged 65 and over, per 1,000 adults aged 65 and over - 12304"
12387,Percentage point,% point,12387-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12387,Unspecified,Unspecified,8321,Attainment Gap FSM/non FSM  of pupils achieving at least the expected level across all 17 ELGs - 12387,Achievement of at least the expected standard in all early learning goals - attainment gap between those without free school meals and those with free school meals (% point gap) - 12387
12402,Megawatt Hours,MW Hrs,12402-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12402,Unspecified,Unspecified,8333,Consumption of non-domestic gas - 12402,Consumption of non-domestic gas (Megawatt Hours) - 12402
12403,Meter Points,Meter Points,12403-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12403,Unspecified,Unspecified,8334,Number of non-domestic gas meters - 12403,Number of non-domestic gas meters (Meter Points) - 12403
12405,Median,Median,12405-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12405,Unspecified,Unspecified,8336,Median consumption of non-domestic gas - 12405,Median consumption of non-domestic gas (Kilowatt Hours) - 12405
12406,Megawatt Hours,MW Hrs,12406-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12406,Unspecified,Unspecified,8337,Total consumption of gas - 12406,Total consumption of gas (Megawatt Hours) - 12406
12407,Meter Points,Meter Points,12407-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12407,Unspecified,Unspecified,8338,Total number of gas meters - 12407,Total number of gas meters (Meter Points) - 12407
12409,Median,Median,12409-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12409,Unspecified,Unspecified,8340,Median consumption of gas - 12409,Median consumption of gas (Kilowatt Hours) - 12409
12439,days per FTE,days per FTE,12439-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12439,Unspecified,Unspecified,8353,Sickness absence (Financial year) - 12439,Total number of days lost to sickness absence (Financial year) - 12439
12469,GBP per person,GBP per person,12469-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12469,Unspecified,Unspecified,8375,Net training per employee (FQ) - 12469,Net training expenditure per employee (Financial quarter) - 12469
12470,GBP per person,GBP per person,12470-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12470,Unspecified,Unspecified,8376,Training subsidies and/or grants per employee (Financial quarter) - 12470,Government training subsidies and/or grants per employee (Financial quarter) - 12470
12471,GBP per person,GBP per person,12471-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12471,Unspecified,Unspecified,8377,Training subsidies and/or grants per employee (Financial year) - 12471,Government training subsidies and/or grants per employee (Financial year) - 12471
12472,GBP per person,GBP per person,12472-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12472,Unspecified,Unspecified,8378,Gross training per employee ( FQ) - 12472,Gross training expenditure per employee (Financial quarter) - 12472
12479,days per FTE,days per FTE,12479-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12479,Unspecified,Unspecified,8385,"Sickness absence, short term (FTE) (FQ) - 12479",Short term sickness absence - fte (FQ) - 12479
2236,"ratio per 10,000","per 10,000",2236-lgip,LGInformPlus,http://id.esd.org.uk/metricType/2236,Unspecified,Unspecified,9645,"Rate of children on CPP starting during the year, per 10,000 children - 2236","Children who became subject of a child protection plan during the year, per 10,000 children - 2236"
3315,working age population,working age population,3315-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3315,Unspecified,Unspecified,9747,"Working age unemployment (number, monthly average) - 3315",Working age population claiming out of work benefit (monthly average number) - 3315
3317,"per 1,000 working age","per 1,000 working age",3317-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3317,Unspecified,Unspecified,9748,"Long term unemployment rate, monthly average - 3317","Number claiming job seekers allowance for more than 12 months, per 1,000 working age population (monthly average) - 3317"
3318,working age population,working age population,3318-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3318,Unspecified,Unspecified,9749,"Long term unemployment number, monthly average - 3318",Working age population claiming job seekers allowance for more than 12 months (monthly average) - 3318
3319,"per 100,000 children","per 100,000 children",3319-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3319,Unspecified,Unspecified,9750,Children and young people's admissions for injury (rate over 5 years) - 3319,"Hospital admissions caused by unintentional and deliberate injuries to children, aged 0-17 (rate per 100,000 over 5 years) - 3319"
8921,"ratio per 10,000","per 10,000",8921-lgip,LGInformPlus,http://id.esd.org.uk/metricType/8921,Unspecified,Unspecified,9754,"Rate of children ceased to be subject of CPP during year, per 10,000 - 8921","Children who ceased to be the subject of a child protection plan during the year, per 10,000 children - 8921"
4246,GBP (millions),GBP (millions),4246-lgip,LGInformPlus,http://id.esd.org.uk/metricType/4246,Unspecified,Unspecified,9811,Council Tax Support Funding to Parishes from previous financial year (minus) - 4246,Council Tax Support Funding to Parishes from previous financial year (minus) - 4246
4247,GBP (millions),GBP (millions),4247-lgip,LGInformPlus,http://id.esd.org.uk/metricType/4247,Unspecified,Unspecified,9812,Efficiency Support Grant - 4247,Efficiency Support Grant - 4247
4248,GBP (millions),GBP (millions),4248-lgip,LGInformPlus,http://id.esd.org.uk/metricType/4248,Unspecified,Unspecified,9813,Commons Registration Authorities - 4248,Commons Registration Authorities - 4248
4249,GBP (millions),GBP (millions),4249-lgip,LGInformPlus,http://id.esd.org.uk/metricType/4249,Unspecified,Unspecified,9814,Inshore Fisheries Conservation Authorities - 4249,Inshore Fisheries Conservation Authorities - 4249
4250,GBP (millions),GBP (millions),4250-lgip,LGInformPlus,http://id.esd.org.uk/metricType/4250,Unspecified,Unspecified,9815,Lead Local Flood Authorities - 4250,Lead Local Flood Authorities - 4250
4251,GBP (millions),GBP (millions),4251-lgip,LGInformPlus,http://id.esd.org.uk/metricType/4251,Unspecified,Unspecified,9816,Local Welfare Provision Grant - 4251,Local Welfare Provision Grant - 4251
4252,GBP (millions),GBP (millions),4252-lgip,LGInformPlus,http://id.esd.org.uk/metricType/4252,Unspecified,Unspecified,9817,Fire Revenue Grant - 4252,Fire Revenue Grant - 4252
4253,GBP (millions),GBP (millions),4253-lgip,LGInformPlus,http://id.esd.org.uk/metricType/4253,Unspecified,Unspecified,9818,Community Right to Challenge - 4253,Community Right to Challenge - 4253
4254,GBP (millions),GBP (millions),4254-lgip,LGInformPlus,http://id.esd.org.uk/metricType/4254,Unspecified,Unspecified,9819,Community Right to Bid - 4254,Community Right to Bid - 4254
4255,GBP (millions),GBP (millions),4255-lgip,LGInformPlus,http://id.esd.org.uk/metricType/4255,Unspecified,Unspecified,9820,Indicative Council Tax Freeze Grant - 4255,Indicative Council Tax Freeze Grant - 4255
4257,GBP (millions),GBP (millions),4257-lgip,LGInformPlus,http://id.esd.org.uk/metricType/4257,Unspecified,Unspecified,9821,New Homes Bonus - 4257,New Homes Bonus - 4257
4258,GBP (millions),GBP (millions),4258-lgip,LGInformPlus,http://id.esd.org.uk/metricType/4258,Unspecified,Unspecified,9822,New Homes Bonus: Returned Funding - 4258,New Homes Bonus: Returned Funding - 4258
4259,GBP (millions),GBP (millions),4259-lgip,LGInformPlus,http://id.esd.org.uk/metricType/4259,Unspecified,Unspecified,9823,Indicative Council Tax Support New Burdens Funding - 4259,Indicative Council Tax Support New Burdens Funding - 4259
4260,GBP (millions),GBP (millions),4260-lgip,LGInformPlus,http://id.esd.org.uk/metricType/4260,Unspecified,Unspecified,9824,LA Social Housing Fraud - 4260,LA Social Housing Fraud - 4260
3189,standardised admission ratio,SAR,3189-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3189,Unspecified,Unspecified,9825,Emergency hospital admissions for hip fracture 65+ (SAR) - 3189,Emergency hospital admissions for hip fracture in 65+ (standardised admission ratio) - 3189
3190,standardised admission ratio,SAR,3190-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3190,Unspecified,Unspecified,9826,Elective hospital admissions for hip replacement (SAR) - 3190,Elective hospital admissions for hip replacement (standardised admission ratio) - 3190
3191,standardised admission ratio,SAR,3191-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3191,Unspecified,Unspecified,9827,Elective hospital admissions for knee replacement (SAR) - 3191,Elective hospital admissions for knee replacement (standardised admission ratio) - 3191
3192,standardised mortality ratio,SMR,3192-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3192,Unspecified,Unspecified,9828,Deaths from all causes (SMR) - 3192,"Deaths from all causes, all ages (standardised mortality ratio) - 3192"
3193,standardised mortality ratio,SMR,3193-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3193,Unspecified,Unspecified,9829,"Deaths from all causes, under 65 (SMR) - 3193","Deaths from all causes, under 65 years (standardised mortality ratio) - 3193"
3194,standardised mortality ratio,SMR,3194-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3194,Unspecified,Unspecified,9830,"Deaths from all causes, under 75 (SMR) - 3194","Deaths from all causes, under 75 years (standardised mortality ratio) - 3194"
3195,standardised mortality ratio,SMR,3195-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3195,Unspecified,Unspecified,9831,Deaths from circulatory disease (SMR) - 3195,"Deaths from circulatory disease, all ages (standardised mortality ratio) - 3195"
3196,standardised mortality ratio,SMR,3196-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3196,Unspecified,Unspecified,9832,"Deaths from circulatory disease, under 75 (SMR) - 3196","Deaths from circulatory disease, under 75 years (standardised mortality ratio) - 3196"
3197,standardised mortality ratio,SMR,3197-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3197,Unspecified,Unspecified,9833,Deaths from CHD (SMR) - 3197,"Deaths from coronary heart disease (CHD), all ages (standardised mortality ratio) - 3197"
3198,standardised mortality ratio,SMR,3198-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3198,Unspecified,Unspecified,9834,"Deaths from CHD, under 75 (SMR) - 3198","Deaths from coronary heart disease (CHD), under 75 years (standardised mortality ratio) - 3198"
3199,standardised mortality ratio,SMR,3199-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3199,Unspecified,Unspecified,9835,Deaths from stroke (SMR) - 3199,"Deaths from stroke, all ages (standardised mortality ratio) - 3199"
4516,GBP (millions),GBP (millions),4516-lgip,LGInformPlus,http://id.esd.org.uk/metricType/4516,Unspecified,Unspecified,9927,",Council Tax Requirement excluding parish precepts - 4516",Council Tax Requirement excluding parish precepts - 4516
4517,GBP (millions),GBP (millions),4517-lgip,LGInformPlus,http://id.esd.org.uk/metricType/4517,Unspecified,Unspecified,9928,",Department of Health revenue grant - 4517",Department of Health revenue grant - 4517
3148,crimes per 1000 people,crimes per 1000 people,3148-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3148,Unspecified,Unspecified,9947,"Homicide (per 1,000 population) - 3148","Homicide (offences per 1,000 population) - 3148"
3149,crimes per 1000 people,crimes per 1000 people,3149-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3149,Unspecified,Unspecified,9948,"Theft from the person (per 1,000 population) - 3149","Theft from the person (offences per 1,000 population) - 3149"
3150,crimes per 1000 people,crimes per 1000 people,3150-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3150,Unspecified,Unspecified,9949,"Bicycle theft (per 1,000 population) - 3150","Bicycle theft (offences per 1,000 population) - 3150"
3151,crimes per 1000 people,crimes per 1000 people,3151-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3151,Unspecified,Unspecified,9950,"Shoplifting (per 1,000 population) - 3151","Shoplifting (offences per 1,000 population) - 3151"
3152,crimes per 1000 people,crimes per 1000 people,3152-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3152,Unspecified,Unspecified,9951,"Miscellaneous crimes against society (per 1,000 population) - 3152","Miscellaneous crimes against society (offences per 1,000 population) - 3152"
3153,crimes per 1000 people,crimes per 1000 people,3153-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3153,Unspecified,Unspecified,9952,"Possession of weapons (per 1,000 population) - 3153","Possession of weapons (offences per 1,000 population) - 3153"
3154,crimes per 1000 people,crimes per 1000 people,3154-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3154,Unspecified,Unspecified,9953,"Public order (per 1,000 population) - 3154","Public order (offences per 1,000 population) - 3154"
3155,years,years,3155-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3155,Unspecified,Unspecified,9954,HLE (male) - 3155,Healthy life expectancy at birth - males - 3155
3156,years,years,3156-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3156,Unspecified,Unspecified,9955,HLE (female) - 3156,Healthy life expectancy at birth - females - 3156
3157,years,years,3157-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3157,Unspecified,Unspecified,9956,DFLE (male) - 3157,Disability free life expectancy at 65 - males - 3157
12468,GBP per person,GBP per person,12468-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12468,Unspecified,Unspecified,10031,Net training per employee ( FY) - 12468,Net training expenditure per employee (Financial year) - 12468
3805,Median,Median,3805-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3805,Unspecified,Unspecified,10033,Median consumption of domestic gas - 3805,Median consumption of domestic gas (Kilowatt Hours) - 3805
3806,Megawatt Hours,MW Hrs,3806-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3806,Unspecified,Unspecified,10034,Total consumption of domestic electricity and gas - 3806,Total consumption of domestic electricity and gas (Megawatt Hours) - 3806
3808,crimes per 1000 people,crimes per 1000 people,3808-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3808,Unspecified,Unspecified,10036,"Victim based crime (per 1,000 population) - 3808","Victim based crime (offences per 1,000 population) - 3808"
3810,crimes per 1000 people,crimes per 1000 people,3810-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3810,Unspecified,Unspecified,10038,"Other crimes against society (per 1,000 population) - 3810","Other crimes against society (offences per 1,000 population) - 3810"
3812,crimes per 1000 people,crimes per 1000 people,3812-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3812,Unspecified,Unspecified,10040,"Violence against the person (per 1,000 population) - 3812","Violence against the person (offences per 1,000 population) - 3812"
3814,crimes per 1000 people,crimes per 1000 people,3814-lgip,LGInformPlus,http://id.esd.org.uk/metricType/3814,Unspecified,Unspecified,10042,"Theft offences (per 1,000 population) - 3814","Theft offences (offences per 1,000 population) - 3814"
8881,"ratio per 10,000","per 10,000",8881-lgip,LGInformPlus,http://id.esd.org.uk/metricType/8881,Unspecified,Unspecified,10127,"Rate of children starting an episode of need within the year, per 10,000 - 8881","Rate of children starting an episode of need within the financial year, per 10,000 children - 8881"
8883,"ratio per 10,000","per 10,000",8883-lgip,LGInformPlus,http://id.esd.org.uk/metricType/8883,Unspecified,Unspecified,10129,"Rate of children ending an episode of need within the year, per 10,000 - 8883","Rate of children ending an episode of need within the financial year, per 10,000 children - 8883"
10752,crimes per 1000 people,crimes per 1000 people,10752-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10752,Unspecified,Unspecified,10250,"Death or serious injury caused by illegal driving (per 1,000 population) - 10752","Death or serious injury caused by illegal driving (offences per 1,000 population) - 10752"
10753,crimes per 1000 people,crimes per 1000 people,10753-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10753,Unspecified,Unspecified,10251,"Stalking and harassment (per 1,000 population) - 10753","Stalking and harassment (offences per 1,000 population) - 10753"
10756,crimes per 1000 people,crimes per 1000 people,10756-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10756,Unspecified,Unspecified,10254,"Residential burglary (per 1,000 population) - 10756","Residential burglary (offences per 1,000 population) - 10756"
10757,crimes per 1000 people,crimes per 1000 people,10757-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10757,Unspecified,Unspecified,10255,"Non-residential burglary (per 1,000 population) - 10757","Non-residential burglary (offences per 1,000 population) - 10757"
122,"admissions per 100,000 people","admissions per 100,000 people",122-lgip,LGInformPlus,http://id.esd.org.uk/metricType/122,Unspecified,Unspecified,10266,Hospital admissions for alcohol related conditions (Broad definition) - 122,"Rate of hospital admissions per 100,000 for alcohol related conditions (Quarterly / Broad definition) - 122"
123,"ratio per 100,000","per 100,000",123-lgip,LGInformPlus,http://id.esd.org.uk/metricType/123,Unspecified,Unspecified,10267,"First time entrants  to Youth Justice system per 100,000 10-17 year olds - 123",First time entrants to the Youth Justice System aged 10 - 17 - 123
12435,days per FTE,days per FTE,12435-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12435,Unspecified,Unspecified,10284,Sickness absence short term (Financial year) - 12435,Total number of days lost to short-term sickness absence (Financial year) - 12435
12437,days per FTE,days per FTE,12437-lgip,LGInformPlus,http://id.esd.org.uk/metricType/12437,Unspecified,Unspecified,10286,Sickness absence long term (Financial year) - 12437,Total number of days lost to long-term sickness absence (Financial year) - 12437
10281,Clinic per 1000 people,Clinic per 1000 people,10281-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10281,Unspecified,Unspecified,10328,Clinics per 1000 people - 10281,Clinics per 1000 people - 10281
10282,Dentist,Dentist,10282-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10282,Unspecified,Unspecified,10329,Dentist - 10282,Dentist count - 10282
10283,Dentist per 1000 people,Dentist per 1000 people,10283-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10283,Unspecified,Unspecified,10330,Dentists per 1000 people - 10283,Dentists per 1000 people - 10283
10284,Supported living,Supported living,10284-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10284,Unspecified,Unspecified,10331,Supported living - 10284,Supported living count - 10284
10285,Supported living per 1000 people,Supported living per 1000 people,10285-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10285,Unspecified,Unspecified,10332,Supported living per 1000 people - 10285,Supported living per 1000 people - 10285
10288,Mobile doctors,Mobile doctors,10288-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10288,Unspecified,Unspecified,10335,Mobile doctors - 10288,Mobile doctors count - 10288
10289,Mobile doctors per 1000 people,Mobile doctors per 1000 people,10289-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10289,Unspecified,Unspecified,10336,Mobile doctors per 1000 people - 10289,Mobile doctors per 1000 people - 10289
10290,Education disability services,Education disability services,10290-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10290,Unspecified,Unspecified,10337,Education disability services - 10290,Education disability services count - 10290
10291,Education disability services per 1000 people,Education disability services per 1000 people,10291-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10291,Unspecified,Unspecified,10338,Education disability services per 1000 people - 10291,Education disability services per 1000 people - 10291
10292,Diagnosis screening,Diagnosis screening,10292-lgip,LGInformPlus,http://id.esd.org.uk/metricType/10292,Unspecified,Unspecified,10339,Diagnosis/screening - 10292,Diagnosis/screening count - 10292
